,index,title,stops,ratingValue,ratingCount,reviewCount,михалово,молодёжная,тракторный завод,петровщина,октябрьская,автозаводская,площадь якуба коласа,немига,спортивная,площадь франтишка богушевича,площадь ленина,ковальская слобода,вокзальная,площадь победы,юбилейная площадь,кунцевщина,пушкинская,грушевка,могилёвская,малиновка,московская,парк челюскинцев,каменная горка,фрунзенская,борисовский тракт,восток,купаловская,пролетарская,первомайская,институт культуры,академия наук,уручье,партизанская,fallback fun,hotels,bars,gasstation,hypermarket,concert hall,industrial enterprise,cafe,fast food,software,flower shop,spa,mobile phones,fitness,confectionary,supermarket,fallback services,sushi,sportcenter,currency exchange,malls,restaurants,museum,wednesday,sunday,friday,tuesday,monday,thursday,saturday,num_compet,center,youtube,instagram,twitter,ok,whatsapp,vkontakte,facebook,viber,telegram,lat,lon
413,433,Облака,394.039,3.799999952316284,8,3,10459.520199342507,6695.587387657916,4706.682441912685,12201.643308247298,3101.975591452611,8743.422982190872,373.7853451124966,3477.705035703807,11470.18415663942,5380.4953407966705,4584.803034556899,5565.32343015671,4915.938338651383,1149.8734259369494,4902.371172941388,14485.17710107593,9721.600928348358,8329.948942510056,11706.025009264175,13756.661116932719,4938.1413955656135,3590.9447745262023,16097.73732298147,4828.335189336416,9360.05692421909,7562.301155847212,3082.977274714484,2994.9282918766107,2947.141488997125,5863.646422603338,1652.0605108377067,11740.77650566031,6929.396131212784,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,12,12,12,12,12,12,11,2908.1371542587462,0,0,0,0,0,0,0,0,0,27.582866,53.919761
414,434,My Kebap,377.103,3.799999952316284,4,3,10373.686799919982,6592.946536882124,4826.041687806336,12120.37578347532,3038.068096313118,8865.365271570254,406.8373636507794,3393.226895314611,11360.431005989687,5297.486706836231,4514.612236635127,5526.956974326269,4854.743390037417,1129.7265650107613,4807.453110450667,14375.091332603077,9611.891599953413,8243.239512702126,11829.908869447807,13680.665361462039,5044.540864981073,3699.0401379037876,15986.871731454243,4733.293734493281,9463.733487706537,7666.618315333689,3019.2203227557447,3056.0216659465827,2934.8902011086248,5799.347184880442,1763.8521758169154,11843.235533283838,7048.424920352499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,11,11,11,11,17,2845.8208807792457,0,0,0,0,0,0,0,0,0,27.581831,53.920247
415,435,Донер Сити,245.469,3.799999952316284,6,5,10266.821897106576,6461.187950220494,4993.143174999697,12020.055602879429,2968.1047689965103,9034.795697405296,510.4955865388628,3291.502875644514,11216.93462930264,5196.293053681801,4433.149889012394,5490.672914096066,4786.20242177156,1136.6783327233115,4688.3557639800565,14230.93766823102,9468.579926405457,8135.44023870709,12000.788697549619,13587.92243716369,5185.082507184381,3842.5780195688526,15841.435811882964,4614.046468404044,9599.499062320547,7803.54798816264,2949.523960075387,3156.097124122146,2939.1380017587526,5725.579451164006,1914.3935920866293,11977.003412666763,7215.108932037937,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,16,2778.6935677469505,0,1,0,0,0,1,0,0,0,27.580459,53.921028
416,436,Квартира № 3,412.568,2.700000047683716,24,5,10441.179904152332,6675.174056615635,4725.562489273094,12183.91870649701,3086.5234847922834,8763.162356867217,371.7672796067379,3459.44968990261,11449.046871841729,5362.483781948561,4568.528859743803,5553.83005867053,4900.966325279967,1140.576859239472,4882.837512438974,14464.011022930852,9700.46540295444,8311.48258199123,11726.564013532163,13739.664687901306,4958.88622180695,3611.8557075863787,16076.499522826616,4808.785513244474,9380.522914803727,7582.832784082575,3067.545338909783,3000.673971333298,2939.6922067294513,5848.246948275174,1673.2977211085877,11761.11012064015,6948.185300540012,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,18,18,18,11,2892.8982087247996,0,0,0,0,0,1,0,0,0,27.582672,53.919797
417,437,Dolce,48.8002,4.199999809265137,101,43,13017.087431111213,9335.060473764548,3483.8580447444288,14722.954177465681,5572.084542315601,7007.504537600458,2815.2433801582,6057.999734441937,14115.233278694366,7937.989299778379,7066.269062339738,7741.777027554583,7323.086112804089,3521.36180498276,7520.360800409927,17129.88611960153,12366.685794080633,10897.914707692908,9713.5908081152,16231.556547231507,2296.5096817249514,946.1203641546651,18741.330402443193,7446.972711298928,6724.825215252636,4925.700023889538,5552.682413305128,4045.527472835653,4997.297890703215,8281.532486138538,997.4327967015531,9109.518768658008,5493.1513597570365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,14,14,14,14,14,14,4,5374.166582811015,0,1,0,0,0,0,0,0,0,27.60645,53.923082
418,438,Тифлисъ,276.877,4.300000190734863,308,134,13785.59720460664,10097.77032477581,3588.531263386596,15489.243517674759,6339.169604963391,6753.716057168185,3582.836527750065,6826.87121609998,14867.895435882989,8706.91976070897,7832.525465669221,8478.013525066863,8083.990212876003,4289.557265204203,8287.454822680958,17881.59580138525,13119.598918875477,11666.845697654418,9317.654931936202,16993.52324528453,1534.474975118141,214.1206310213923,19491.055105752712,8213.979181190809,5959.0340910168525,4160.244864458494,6319.772551411179,4684.536485467368,5736.23761956433,9042.11522979849,1763.1971335346207,8342.701428994013,5400.862577359472,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,12,12,12,12,12,12,6,6141.3161672614415,0,0,0,0,0,0,0,0,0,27.613016,53.925507
419,439,Ангелы,297.275,4.400000095367432,614,230,13977.020409346927,10288.830789161773,3633.829570922556,15679.874739054094,6530.129913199136,6696.895470879934,3774.6505664060232,7018.727608399823,15057.019490378325,8898.555052335387,8023.206515353942,8660.868703905517,8273.152932679941,4480.913452148619,8479.191186605616,18070.49303570268,13308.800070702553,11858.47796183551,9220.975360356264,17182.837689670603,1344.5907629190124,129.51177142767784,19679.53318322158,8405.705186636613,5767.6126805231415,3968.935270624456,6510.734782084504,4846.775809270607,5920.192844630426,9231.15915451984,1954.9343818023694,8151.0698674471805,5388.717294131976,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,12,12,12,12,17,17,5,6332.300115763146,0,0,0,0,0,1,1,0,0,27.61467,53.926054
420,440,Битлджус,216.483,4.300000190734863,185,63,13138.653565520939,9414.809029937576,3732.633458839948,14855.531599588972,5705.188914477374,7194.680335818608,2918.595976485279,6166.854205289366,14173.501563982267,8056.356767432197,7201.4567026548775,7922.9262374492255,7472.352237314525,3651.7125703710476,7615.685782216834,17186.393838715147,12425.522559966463,11015.23728727976,9861.492761113153,16375.828132280389,2228.916862398497,908.9933296693032,18794.59555429454,7541.918979308037,6641.434607554457,4844.659880410145,5685.784538177167,4281.711452913698,5178.650327935797,8430.884660780745,1106.397944273819,9021.368801920475,5714.459418388394,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,12,12,12,12,12,10,1,5507.195489421017,0,1,0,0,0,0,0,0,0,27.606705,53.925783
421,441,Шанхай,321.802,4.300000190734863,53,28,12529.552195282411,8907.441581857729,3205.5538800750223,14221.700038983137,5078.035918434064,6934.00662636413,2381.460790619162,5594.803779152076,13715.64600070083,7458.461375890162,6566.937925922153,7195.640488415399,6807.311329526487,3039.3689216097227,7072.954848784708,16731.345980446065,11967.571146676024,10416.866834101811,9739.061498034916,15717.011491932883,2762.1582665920273,1425.7264181944256,18347.152935138063,7000.251271576483,7184.301421902176,5387.193015342244,5058.6833494830835,3482.392612305149,4452.947142613574,7764.799921219161,662.8285331648162,9571.375996669745,5315.488294549398,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11,12,12,12,12,12,11,1,4880.707356743012,0,0,0,0,0,0,0,0,0,27.603196,53.918682
422,442,Версаль,276.405,4.0,25,10,12602.338556340452,8955.529899744253,3323.711208667613,14300.820411124305,5152.71720546837,7016.062833493272,2427.5449912214267,5656.066702931283,13754.183062822023,7527.184472404156,6644.4806546947375,7299.353283148847,6893.024327163812,3107.274626000021,7128.263771125777,16769.748716132763,12005.75255441588,10486.64555101351,9800.347680077242,15802.631847740027,2692.907618287854,1346.5201632645283,18384.126132456433,7055.269051141809,7120.4841851110305,5321.970081802804,5133.334983096194,3615.3204633615355,4555.221147085269,7851.121396699353,651.8659247013555,9507.108937150446,5417.55976294948,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,5,5,5,5,12,12,1,4955.04449656975,0,1,0,0,0,0,0,0,0,27.603441,53.92012
423,443,Васильки,313.689,4.300000190734863,35,17,11040.217057704074,7354.039085717916,4064.3779391596295,12759.252504416649,3612.1386752705475,8069.164002612949,827.5237573322967,4071.6228516518286,12154.340255186604,5958.071111355219,5108.636222434529,5928.222817847491,5395.734460104339,1561.286700026036,5532.586164723781,15170.021130183524,10406.118660193832,8917.260813305365,11008.272185757969,14287.596131019945,4283.227382469902,2932.081886233912,16785.42003663983,5459.278788162007,8712.35942902825,6913.190988711284,3592.7565433094,2830.88952711653,3214.0639805506125,6352.897916269393,994.8868313010694,11097.49092865003,6285.542176524935,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,15,15,15,15,15,15,4,3414.3418798746793,0,0,0,0,0,1,1,0,0,27.589179,53.91795
424,444,Burger King,95.1476,4.300000190734863,50,16,11801.063246823496,8015.633619507623,4264.416723771911,13540.99418862942,4421.093406100971,8112.5421676535725,1604.816454016608,4819.17971165482,12756.993669662215,6721.343739063451,5912.185583839288,6797.903840596286,6224.505092892348,2395.5945762201836,6238.923588502402,15768.908343252364,11009.50155651371,9671.571596562571,10943.191407521948,15090.062939695677,3648.920727821176,2322.6139527966375,17375.911186297904,6164.7342699780065,8050.341288081482,6256.704545358446,4401.8738662767855,3628.615495073309,4093.551058615704,7177.952459048948,566.0937464155846,10425.183690872263,6438.499529397405,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,14,14,14,14,15,15,11,4224.912325398569,0,1,0,0,0,1,1,0,0,27.593957,53.925082
425,445,Wood & Fire,173.885,4.400000095367432,261,79,16818.58891892504,13188.759359116642,4873.495827172801,18492.10521641306,9368.281805965775,6026.005354285248,6664.198439381232,9893.74601859028,17963.079387410213,11755.077500183548,10849.252540858553,11329.805953024223,11062.20325620805,7338.076346149319,11367.493785081644,20976.4252151023,16214.87515324376,14711.548749503427,7721.620482559895,19956.943621768696,1561.6299367256497,2907.9124927819284,22584.95026948183,11294.438956709902,2887.9837268251645,1102.6829820603082,9349.003890851436,7291.933749394168,8631.814168621115,12014.209398233168,4851.178015837037,5274.482081561254,5563.610376655127,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,10,10,10,10,11,11,0,9171.76800685193,0,1,0,0,0,1,0,0,0,27.640586,53.9296
426,446,Усадьба,167.665,4.300000190734863,116,40,16333.394555861158,12833.498719767036,3971.650196502269,17968.271741772896,8912.63814732978,5100.425103838731,6320.91453073208,9488.18002647385,17656.209927889922,11308.335656592631,10368.501713158945,10719.121457459893,10542.46263482834,6929.157180454587,10981.897750840197,20671.768468787828,15908.70347258432,14248.070440897956,7011.548253433455,19392.95159871228,1552.8630696405376,2694.3021000624776,22288.901076397025,10910.278573705564,3501.2836365902417,1884.60254518804,8893.667757833817,6618.131286026682,8072.962763819879,11483.36867437188,4561.4907588018805,5833.831352848321,4568.205132625452,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,12,12,12,12,12,12,0,8719.444887743119,0,1,0,0,0,1,1,0,0,27.638614,53.919753
427,447,BellaRosa,373.929,4.199999809265137,76,25,10808.352121937009,7151.187110229519,4069.812680969359,12521.796110185129,3371.670436590403,8103.657284576654,630.834905709393,3848.6285802647994,11964.625927469531,5727.903614414968,4868.120248558073,5672.352525256584,5148.4980064717865,1318.3493464544208,5319.155453547174,14980.197706005336,10217.167965954979,8687.768647767653,11068.985274092445,14044.964054998552,4499.943962433117,3149.8878950841436,16597.436861858343,5246.219200329429,8928.802495121772,7129.924943151297,3352.269277986372,2625.926814763388,2957.721348241659,6106.222555455792,1227.3695063852747,11315.03948926426,6292.893968672313,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,10,10,10,10,3,3173.702189986739,0,0,0,0,0,0,0,0,0,27.58759,53.916068
428,448,Старые традиции,239.291,4.099999904632568,63,27,11050.91664644025,7350.860294269347,4119.937572586631,12773.38226676557,3629.3320151815374,8119.474960149518,830.5132001305074,4078.427817786972,12145.53013753381,5968.238401981477,5125.4579959965795,5962.054383398911,5417.8011542580525,1581.9812259273879,5534.35151582057,15161.12331677669,10397.129610136479,8926.713048680931,11053.563337899948,14305.358213696167,4282.725137383081,2931.741972313477,16775.77794055945,5460.89157004356,8711.198435234654,6912.087600977526,3609.9705624572457,2893.199979417718,3253.280371556439,6374.350278050844,989.938925247787,11095.621473220102,6340.357780774331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,14,14,14,14,15,15,3,3431.734459707599,0,1,0,0,0,0,0,0,0,27.589052,53.918608
429,449,Весёлый Кебаб,22.1684,4.199999809265137,71,25,15241.296771430105,11561.769935232112,4088.473964439547,16936.14929665821,7790.991219704202,6379.090905682687,5047.560401158431,8289.761009029959,16323.497069226161,10165.711747037598,9281.179603926092,9861.842268451735,9518.912694057404,5746.089079156249,9752.443605180499,19335.93416674736,14575.666816149693,13125.373947978118,8592.022346034393,18427.538460121945,143.35133021435487,1292.6154988568323,20943.16182383521,9678.99191782767,4494.177130783906,2695.7605870453076,7771.619614219112,5935.023892763873,7132.748508776583,10475.567380731842,3228.2427999212164,6877.59803112638,5406.806432070537,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,20,20,20,20,20,20,2,7593.437407522062,0,0,0,0,0,1,0,0,0,27.625818,53.928954
430,450,Гемо,328.806,4.199999809265137,16,14,11168.157941031004,7484.170056554298,3990.958372771636,12885.7470694164,3737.394191222974,7981.770409995797,957.6341746909319,4200.853261598408,12283.759118661234,6086.278200919087,5233.953918472116,6039.10368085716,5517.73293557847,1685.184698784479,5662.608457205973,15299.42733802171,10535.494231467961,9045.652097746504,10910.764749650141,14412.154076676505,4153.18114872586,2802.0441701084333,16914.661930874357,5589.3153390809675,8582.347499316802,6783.180498716426,3718.003376609049,2875.8135203445117,3318.572937289983,6475.265564525048,866.0890034391819,10967.548289003515,6209.619883832413,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,12,12,12,12,12,12,4,3539.5162980380255,0,0,0,0,0,0,0,0,0,27.590328,53.918195
431,451,Додо Пицца,112.307,4.199999809265137,225,76,4123.776060126077,8268.5577110323,16602.94372276107,2296.624465527082,11286.127224068467,19744.472507422946,14100.980302443471,10913.983871197423,6106.6360771555155,9015.749905996372,9790.742788528934,9286.516455638231,9516.90164237206,13336.55586414076,9638.759100102432,6113.045311204688,6785.895181409203,6174.645994647193,22685.883598498935,612.813556953328,19070.762779996006,17749.31405021778,6860.592452119119,9711.434813630374,23436.3916441592,21661.85521817959,11305.477318921687,13423.043845014112,11929.784358579525,8558.966232808243,15879.601465679032,25809.680945953347,17952.434831931652,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,13,13,13,13,13,13,3,11483.646292826004,1,1,0,0,0,1,1,0,0,27.470895,53.847363
432,452,Burger King,224.741,4.099999904632568,239,60,4088.371768759636,8231.83500105432,16544.279856894995,2263.4927423431986,11235.89150628467,19682.409642730516,14051.11207701851,10866.312222465514,6108.2512098258485,8968.811822673724,9740.75278299815,9230.052447937805,9465.050597234498,13285.934199715475,9594.671088838742,6145.498517786311,6771.284703415395,6133.070002264333,22622.96503706208,568.3133702349606,19017.980923182393,17697.122763849933,6904.653900524999,9667.265758347603,23382.293017720578,21608.238397671485,11255.236017005354,13366.299671542163,11875.710428737202,8506.970374725734,15828.66666861561,25755.206985787252,17891.21493860755,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19,16,16,16,16,18,21,3,11433.358866005165,0,1,0,0,0,1,1,0,0,27.471468,53.847237
433,454,Bonjour,34.9624,0.0,0,0,3124.9586117281146,7168.462759892037,15155.28360241814,1530.8169141128026,9941.189699804128,18282.069177709986,12758.370409053507,9609.05733519125,5860.662935914692,7727.497204323935,8451.940925327272,7861.452346719295,8151.044866667035,11983.716644609862,8396.681976647269,6575.621027203202,6163.698340133832,5000.68662728569,21225.83140252523,956.8175398451164,17685.52773468676,16372.219092252539,7591.765492680461,8467.710600398854,22033.95345808917,20265.52774545509,9960.430672605773,11993.249512381932,10531.32768558599,7192.775373970322,14520.482599601282,24402.53525891627,16490.88492907303,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,13,13,13,13,14,1,10137.679987484984,0,1,0,0,0,0,0,0,0,27.483945,53.849068
434,455,Nravizza pizza,210.07,0.0,0,0,3533.9510591632816,7539.607589440758,15318.727479722282,1965.2475206138085,10211.765609878492,18379.817390232216,13027.082802913827,9902.659576472535,6289.172885060794,8032.985752317828,8728.86229049162,8067.57876454865,8410.917698334228,12246.727130704854,8720.65184328104,6926.090943772158,6595.959230119601,5359.067018396676,21301.12195378247,1078.5356881305493,17921.182244235766,16614.89623313102,7890.991503396843,8790.884493869024,22253.129835322703,20490.80355102359,10230.910026725327,12187.607437908257,10761.224618157523,7454.711247378819,14777.155294728853,24616.600271159914,16607.83130678804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,11,11,11,11,11,11,0,10407.32650845125,0,0,0,0,0,0,0,0,0,27.483525,53.844691
435,456,Moulin,225.769,4.5,199,90,3435.7029127905716,7559.3470962743,15791.94623053476,1653.997720656775,10492.205930187229,18946.911610475523,13308.416826631053,10132.131211369062,5789.05993050042,8238.184687469371,8998.04437891382,8475.32606686636,8716.770291897274,12540.885892479475,8877.445626143526,6194.554116876162,6283.726545581947,5432.3589678254575,21896.53537052626,286.55659601177103,18267.199968178946,16947.672465950865,7111.114297919033,8949.597943180137,22629.181169619394,20855.87180939726,10511.530602530744,12611.637032733202,11122.72781771887,7758.397288273971,15082.570741680094,25001.60325813099,17149.316070536104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,2,10689.488871457617,0,1,0,0,0,0,1,0,0,27.47788,53.84972
436,457,Пон-пушка family,472.616,4.699999809265137,56,34,3722.6409726062293,7836.3272134027875,15958.072133219892,1953.3191300120245,10717.887016338142,19073.429749327137,13534.989119157028,10370.366718652787,6080.7660880282665,8480.833464088202,9225.763730475608,8661.942460316926,8934.518771919484,12763.79163418665,9131.03910330912,6413.0802571761205,6586.356382935932,5698.340905141157,22009.287971621994,427.58761097973974,18476.818962150828,17160.94471653198,7283.220750596695,9202.842497803416,22830.174305043816,21060.08951682283,10737.174180987698,12794.842173001607,11325.706159103282,7975.936062081929,15303.164096331977,25199.97294257672,17287.42510865189,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,1,10914.8157533471,0,1,0,0,0,0,0,0,0,27.477015,53.846815
437,458,Beerpub,21.5351,4.199999809265137,16,9,3167.269385061261,7214.951819082371,15203.101922258882,1559.447000393983,9990.856469234483,18327.203151267542,12808.03783421078,9658.573966937623,5883.333667698934,7776.851590513285,8501.594649581459,7910.352805639747,8200.695423164343,12033.38209867597,8445.576745562494,6575.500326759446,6197.939742352579,5048.181777943632,21269.84407388071,919.9577465042629,17735.02220505979,16421.782398693245,7582.740247261174,8516.628245677024,22083.225769638357,20314.892088238037,10010.097545391975,12041.940877631441,10580.715235515503,7242.429990763762,14570.13315412837,24451.7234158004,16536.895976989177,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,12,12,12,12,12,12,1,10187.347613630323,0,1,0,0,0,1,0,0,0,27.483562,53.84881
438,459,Тимохин Закуток,143.031,4.400000095367432,213,81,3847.113079633058,7993.190808002691,16404.939135425415,2017.8246839940962,11044.312408452186,19578.06849374584,13857.528956984792,10663.304439302226,5837.267438276426,8763.027163142062,9548.213440978163,9074.857756532927,9281.821140509808,13096.004114420793,9378.005564468951,5925.865136921348,6500.2520811046725,5908.522062516495,22530.740387115326,379.85940383839886,18838.820461607356,17514.85089691933,6726.37373535692,9450.879338586174,23210.454588681805,21433.651221853885,11063.681266094114,13212.359225819204,11704.513802939731,8324.706838174541,15640.081744386918,25585.545070857257,17776.702342822042,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,12,12,12,12,12,12,0,11242.003621261434,0,1,0,0,0,0,0,1,0,27.472168,53.849889
439,460,Камафуд,62.5281,0.0,0,1,3245.0534558356203,7328.894684597625,15416.082907471196,1554.801756752191,10167.823517102495,18553.374015214355,12985.014773222487,9824.370647031876,5830.530762373052,7937.232448154943,8676.275305858278,8112.885570344638,8383.22851544743,12213.113008534823,8594.485503074924,6421.990904300594,6212.01683288229,5175.9757808924205,21499.159820816945,683.9992715176376,17925.04798297688,16609.226027911784,7398.891840484296,8665.997398034486,22278.924160171602,20508.543267431727,10187.101563161477,12246.856110210068,10774.180270306788,7424.66050549065,14752.081507395555,24649.05221699719,16759.870497401287,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,0,10364.6666601378,0,0,0,0,0,0,0,0,0,27.481477,53.849248
440,461,Квартал,327.786,4.300000190734863,20,10,3891.7644048763123,8006.80054383473,16104.87088561361,2116.495217745445,10882.160041210565,19205.55012781872,13699.35207962562,10537.238569265692,6211.420343339041,8648.564790092158,9390.568998880277,8816.012966589538,9097.06098635776,12927.34133217508,9300.353331962016,6478.095764283983,6740.944147644894,5868.801147277966,22135.782653303675,517.5040828694983,18636.858554050177,17321.980335046504,7315.281965130657,9372.111721196196,22987.72857746009,21218.59192866201,10901.437845992705,12947.428118275875,11484.232624748614,8138.518910872173,15466.082824177269,25356.727239234606,17424.09295536135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,12,12,12,12,10,1,11078.999585244508,0,0,0,0,0,0,0,0,0,27.47595,53.845573
441,462,Edu Cafe Belarus,207.223,0.0,0,0,4096.760093524804,8219.631271620086,16330.087227420552,2305.411061027407,11110.570008649016,19422.01985324623,13927.73310343305,10764.12004764354,6331.126538345862,8874.576433419566,9618.759831667569,9044.1180107939,9325.928743376593,13155.98821632887,9523.741593178265,6494.980762445666,6905.933779749503,6087.456517477114,22348.16816563498,634.6514222496459,18865.915766380167,17551.0229946478,7285.365636041143,9595.605108769641,23216.55869896106,21447.5485505869,11129.851294405405,13175.037391091106,11713.201029176147,8367.37677046399,15694.886931606978,25585.4162478136,17643.60494793895,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,0,11307.442275921865,0,1,0,0,0,0,0,0,0,27.474102,53.844553
442,463,Местечко,591.635,4.300000190734863,91,33,3669.2530223959457,5801.648832587167,11700.306806586834,3940.2244781810136,7169.10777060255,14658.876252379989,9899.15632824731,7057.191505375687,7233.871827986862,5419.010486576475,5803.949733816964,4699.593024721339,5370.639411935435,9096.050383115673,6243.217045678969,9122.716027487815,6576.485690087637,3861.0755061973337,17574.25796175647,4619.841843999543,14552.52883411789,13290.042341118427,10466.62645965984,6299.403196571385,18794.15456810632,17062.890133216835,7186.85496259928,8684.448998260046,7443.16879726752,4498.169795951208,11547.448854564935,21131.971578092845,12903.570852895306,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,12,12,12,12,12,12,0,7351.045088714958,0,0,0,0,0,0,0,0,0,27.516897,53.84771
443,464,Dolce,238.662,4.099999904632568,80,30,3447.126834828899,7569.9295932071955,15795.259893750097,1666.8775246527857,10499.083837247032,18948.058028930296,13315.377228673538,10139.84048405257,5803.743109724999,8246.172984274783,9005.036759851699,8479.743853918311,8723.111615875481,12547.602872924605,8886.217931170984,6207.910332486255,6297.560038924962,5442.008647523398,21896.965460417898,292.59163502405306,18273.108834735216,16953.80353067865,7122.954160568501,8958.345769458669,22634.574961665883,20861.457004648397,10518.406276306658,12615.913550303352,11128.177224219273,7764.70689867159,15089.15598718369,25006.84418020511,17151.07818582272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13,13,13,13,13,13,13,1,10696.345831656705,0,1,0,0,0,1,0,0,0,27.477883,53.849571
444,465,TokiNY,238.17,4.300000190734863,161,55,4065.325290126884,8209.271798568101,16534.040669126625,2239.665025391057,11219.393721175562,19676.183166153336,14034.405503458484,10848.400749710428,6079.189616586033,8950.519092422453,9724.109617122469,9217.842530051747,9449.529146155444,13269.66631940063,9575.01934435625,6119.203063802407,6743.549269037586,6112.3197284954285,22618.114826615427,548.4050962472097,19003.069132584547,17681.82618659953,6881.739010434036,9647.650854673795,23368.283772869603,21593.891414882357,11238.741521098003,13354.325175973734,11861.678137490047,8491.538504707165,15812.588429093485,25741.46742090952,17883.82604714339,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,12,12,12,12,12,12,3,11416.891594839546,0,1,0,0,0,1,1,0,0,27.471496,53.84753
445,466,Шаурма,77.3931,4.099999904632568,59,28,3410.6690418481962,6508.8907269542615,13126.412439979129,3006.097872491063,8417.516851146238,16077.66302140508,11190.833371279583,8232.093255869475,6917.073380512719,6479.903531993479,6995.14013808925,6045.4711381979,6601.027861641192,10392.229394304897,7264.291196036355,8383.915456292641,6609.759776934178,4367.905223791069,18977.9605747765,3307.4905659325295,15925.444221379705,14649.524555422715,9601.815698433486,7327.057299740885,20192.234929778944,18452.807548833705,8435.896312473948,10085.364341215909,8787.388129732242,5681.7258104051325,12875.999514924535,22536.52103353712,14330.612112087349,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,1,8605.62510181426,0,0,0,0,0,0,0,0,0,27.504536,53.843757
446,469,АвiЯтор,165.774,3.9000000953674316,45,15,3700.846209379054,6190.77201531852,12217.91531719656,3714.8970726441416,7697.901830549213,15134.030302849813,10434.12608822534,7573.1037604392795,7276.853886754405,5906.87077793111,6321.730827353403,5237.438439342128,5895.172753500541,9631.324249542866,6722.949671015203,9006.040560011677,6744.227425842701,4170.821677990161,18031.070016648355,4224.901552184721,15089.448543712344,13827.841416015852,10299.1723840809,6780.913122285331,19326.843283027527,17597.439155880496,7715.752131349656,9217.195798240846,7981.160164943576,5012.315924749735,12085.13809526825,21662.675695719558,13393.42122711011,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,0,7880.828995102842,0,1,0,0,0,1,0,0,0,27.513021,53.844454
