,index,title,stops,ratingValue,ratingCount,reviewCount,михалово,молодёжная,тракторный завод,петровщина,октябрьская,автозаводская,площадь якуба коласа,немига,спортивная,площадь франтишка богушевича,площадь ленина,ковальская слобода,вокзальная,площадь победы,юбилейная площадь,кунцевщина,пушкинская,грушевка,могилёвская,малиновка,московская,парк челюскинцев,каменная горка,фрунзенская,борисовский тракт,восток,купаловская,пролетарская,первомайская,институт культуры,академия наук,уручье,партизанская,fallback fun,hotels,bars,gasstation,hypermarket,concert hall,industrial enterprise,cafe,fast food,software,flower shop,spa,mobile phones,fitness,confectionary,supermarket,fallback services,sushi,sportcenter,currency exchange,malls,restaurants,museum,wednesday,sunday,friday,tuesday,monday,thursday,saturday,num_compet,center,youtube,instagram,twitter,ok,whatsapp,vkontakte,facebook,viber,telegram,lat,lon
884,948,Тьерри,342.911,4.0,15,7,6497.954644776627,2705.3308134461386,7714.975815730027,8281.804408869071,1507.4321836666268,11695.016833839909,3831.511145985988,749.0498722102654,7552.666306008466,1549.486221580454,1351.5839105049645,3085.622710600296,1872.626042694284,3206.8242426957936,889.5151467918196,10562.780970560045,5814.302701237865,4368.526405656501,14796.708780271721,9895.59597027355,8941.260389086096,7590.222477432687,12185.306849243292,815.0520679735848,13369.530283942366,11570.492634069937,1519.6729682472562,4557.2762697699945,2816.3253739325096,2486.4901572466943,5647.853008402912,15753.278313799816,9749.07513740138,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,13,13,13,13,13,13,10,1637.9608251277375,0,0,0,0,0,0,0,0,0,27.548179,53.908475
885,949,Beans&Leaves cafe,222.555,4.199999809265137,14,5,6521.592847654111,2731.5899051513434,7689.783690258565,8304.76041089057,1484.6493614049339,11670.612891169316,3805.5429208022815,725.5515116451626,7578.940562765989,1567.5001936417693,1353.0081057819875,3085.1026651010566,1874.5126730151767,3180.5323792462914,914.1092725998149,10589.07049399185,5840.5375520117395,4391.9420559596065,14772.121387983634,9917.71124001074,8915.364575307802,7564.317220712799,12211.59170991459,839.6522910193521,13343.674551133852,11544.628718051315,1496.7592265987491,4533.769833203704,2794.417413719844,2497.032027740175,5621.994747515401,15727.46508252726,9724.796154880642,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,11,1614.0265765613074,0,1,0,0,0,0,1,0,0,27.548415,53.908486
886,950,Cimes,151.958,4.300000190734863,8,6,6857.443059288011,3288.8311555628534,7046.97202627466,8600.683271578368,802.2112271995453,11005.047104002086,3368.9685379586876,135.2505878769366,8153.306616133596,1777.5126863479613,1122.3506640415471,2706.7292258283665,1602.9947296000103,2672.385799683838,1409.0792769959146,11152.806693904753,6427.786074313524,4729.792421136145,14110.16108594849,10170.775315708814,8464.555941731525,7115.354692951236,12777.510154953281,1342.2162819203577,12892.051194116253,11093.77828092815,816.0120497220066,3855.2933726569704,2103.0506543728534,2426.450066575091,5185.69979947835,15278.85576347665,9057.058791535059,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,12,12,12,12,12,12,7,951.5142605975211,0,1,0,0,0,0,0,0,0,27.553495,53.904416
887,951,Шаурма,102.723,0.0,0,0,8780.786214670774,10463.954395203165,20761.85550483824,8582.440538393053,14506.268013673143,24652.50726278708,16727.50585672891,13795.470323115445,5715.972448638236,12318.762639551389,13333.043786753227,14050.117780167508,13431.953645617072,16227.032674644135,12324.896348478505,3207.9190750029497,7334.122595644756,9993.87751666302,27764.19779730703,9021.714238723254,21665.624094322502,20351.566431448762,2229.6289123560723,12386.620192056533,25987.7970603073,24225.098120748145,14522.322147882402,17501.83472330669,15708.861952222898,12763.899881684514,18450.569544236925,28311.68971109612,22703.651884094623,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,3,14669.76718499504,0,0,0,0,0,0,0,0,0,27.432019,53.927868
888,952,Кофе в большом городе,152.52,0.0,0,0,8714.090079539312,10384.219948673794,20681.723723750223,8527.057883726886,14426.077139795707,24573.30911074487,16646.133124066168,13715.003547952463,5639.3977352323445,12239.894631763194,13254.04439675799,13974.018265209002,13353.797075224638,16145.952161394365,12244.773918132536,3148.3579017791426,7255.045560112596,9919.556687433913,27685.022520912276,8978.527940666518,21584.02696331262,20269.984585646867,2204.004096597729,12306.445924487467,25906.25145929137,24143.518842156187,14442.11991997566,17422.258147464847,15629.255558977136,12687.087375288405,18369.039614818386,28230.21961647966,22624.388400775926,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,3,14589.46274388995,0,0,0,0,0,0,0,0,0,27.432752,53.927872
889,953,KFC,231.623,4.199999809265137,23,5,8694.307451824903,10363.319107822039,20660.86393370318,8509.166354867175,14405.224690912619,24552.37668016775,16625.634748122084,13694.193578005244,5618.50626919221,12218.951673616366,13233.104799390832,13953.15215926829,13332.850326022892,16125.302932971003,12223.912537054797,3129.7868651780027,7234.107980670056,9898.83000770204,27664.08920174259,8962.999000397598,21563.878044360066,20249.7517976007,2192.5264013088454,12285.591133687669,25886.353888998547,24123.529010248916,14421.26898927539,17401.345966057586,15608.345370404246,12666.18155495602,18348.69756936305,28210.458143449083,22603.45875897394,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,14,14,14,14,14,14,3,14568.626324934068,0,1,1,0,0,1,1,0,0,27.432933,53.927814
890,954,Васильки,146.753,4.199999809265137,93,40,7999.637163176984,9566.17032582556,19861.853151710417,7918.89754219892,13606.031220377208,23757.643198000693,15825.41003014192,12894.065937371328,4843.235073176334,11426.33131542125,12439.686897502583,13178.638399359106,12544.452919499707,15324.235255190542,11425.009863314775,2535.755015910567,6440.732420298891,9138.668497936374,26869.446855351565,8487.566610138181,20768.268143954403,19452.813110705436,2009.340652368941,11486.484538352026,25095.269901973905,23330.70333112763,13622.032729832481,16604.792500997894,14811.676875266296,11886.78887513918,17550.211697985014,27422.090406998643,21808.406873746408,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,4,13769.0198325908,0,1,0,0,0,1,1,0,0,27.440082,53.926886
891,955,Ducks Coffee,212.938,4.199999809265137,15,7,8054.415806762768,9642.170007347417,19938.767439963623,7958.122195991183,13683.037774573117,23832.770289477416,15905.450247083147,12971.673094456468,4912.664344206319,11500.693355902707,12514.319586997939,13248.32475234302,12617.56259340595,15403.361410964446,11501.851053542165,2571.29491292439,6515.256939317691,9205.177212579627,26944.547634462295,8511.781769876165,20849.607304223384,19533.908623646657,1989.1956119990016,11563.437432297715,25177.17215376848,23412.424294747012,13699.063624080603,16680.58021596325,14887.504841346445,11957.575309235244,17630.93510547655,27504.217773441924,21883.6424524968,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,14,14,14,14,14,14,4,13846.271938768255,0,0,0,0,0,0,0,0,0,27.439352,53.926727
892,956,Nravizza pizza,184.409,0.0,0,0,7968.306047153764,9548.185407833515,19844.891732797954,7882.886367681115,13589.180568078415,23738.750127292984,15812.89300309927,12877.948344135926,4819.557377122723,11406.692364612893,12420.307128501727,13155.17040771055,12523.677909462594,15310.213913251335,11407.966509126243,2498.85685442017,6421.246707126472,9113.087903058124,26850.527461627058,8449.059943785627,20758.457856648918,19442.418515221,1972.0062233020649,11469.571901904057,25087.049006009267,23321.924399304786,13605.21088577262,16586.57943046017,14793.506699025207,11864.12889432006,17539.005033097845,27414.654301003004,21789.622939054185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,11,11,11,11,11,11,4,13752.463059289183,0,0,0,0,0,0,0,0,0,27.440172,53.926499
893,957,Arrosta,146.072,0.0,0,1,8000.149346225603,9566.42858233394,19862.091873036356,7919.505261561275,13606.268177682003,23757.917552297764,15825.56751241882,12894.289452446363,4843.600590648051,11426.620035778877,12439.970721662845,13178.998696721137,12544.762717697213,15324.420196751516,11425.250540026846,2536.3825412494,6441.019052094762,9139.069150341358,26869.72164262324,8488.23072478743,20768.376342250624,19452.93191966655,2010.0219503790083,11486.722800474092,25095.34932311672,23330.792844428113,13622.269155318474,16605.054461336298,14811.938126458796,11887.134033675962,17550.345293348284,27422.155670230735,21808.6792461744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8,8,8,8,8,8,4,13769.251366976763,0,0,0,0,0,0,0,0,0,27.440081,53.926893
894,958,Fire Pizza,153.999,3.299999952316284,6,3,8713.598517123826,10383.20790597678,20680.684135919302,8526.877936266312,14425.033474063961,24572.32958040427,16644.97352516118,13713.938926669733,5638.552969771293,12238.934561388467,13253.076811625577,13973.192408942172,13352.87501867917,16144.830802433511,12243.735301151006,3148.0781419345435,7254.07428062247,9918.804411313651,27684.044278464862,8978.632954494838,21582.802599215833,20268.773733939583,2204.4825006009146,12305.403571594523,25904.991717306984,24142.27131120125,14441.075425289931,17421.255800064915,15628.251399748899,12686.230090757645,18367.848052732003,28228.943219910852,22623.40504860631,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,6,6,6,6,6,9,3,14588.410659076722,0,0,0,0,0,0,0,0,0,27.432763,53.927881
895,959,Сели - Поели,1286.13,4.300000190734863,56,24,10073.48878610998,11934.52259020143,22236.204454301038,9707.70487817083,15981.697863225609,26114.64340170019,18214.336942077844,15274.103570332145,7151.416884371369,13778.121926067946,14793.858558905418,15471.177986520492,14881.650266115785,17711.805663911542,13799.739032613397,4456.495883197495,8797.993372357432,11393.013907447374,29225.854114124217,9954.469467124034,23151.082892562023,21837.889071012556,3115.7400918274275,13862.056539578587,27469.26914153347,25708.249482088526,15997.883613689235,18969.464730103915,17177.0529556959,14195.5434660049,19937.569049692425,29790.30807341078,24166.786878722323,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,14,14,0,16146.504218928963,0,0,0,0,0,0,0,0,0,27.418676,53.928604
896,960,Брутто,424.575,4.199999809265137,150,43,11887.769603202927,8289.350365990527,3281.5806232824466,13577.871475353024,4435.983173971532,7191.1219692838895,1779.0910813094702,4962.45964482519,13110.541332855022,6819.3287434416525,5923.649113024258,6563.808126540902,6163.289196373888,2403.0013359607087,6446.372337796226,16125.920374369127,11363.493739466065,9776.761751565718,10081.387990568122,15073.04057570897,3404.4876309026176,2069.828575500052,17743.83644873442,6374.046958841543,7822.658997342175,6026.764138681791,4416.647855914002,2953.9658663774608,3819.426076929777,7120.878162381469,504.52377364117893,10209.713636622933,5473.104425510805,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,18,14,0,4238.855537910273,0,0,0,0,0,1,0,0,0,27.597905,53.916038
897,961,Жбан,201.719,3.9000000953674316,59,27,11992.671441927147,8436.396053639903,3046.7525453488706,13670.633328336278,4543.671197241095,6954.683744700982,1953.7194654341542,5093.394451216482,13268.092020557324,6934.4873199103085,6023.351853094333,6604.641072390444,6246.13992460658,2532.446857664513,6584.488991049064,16282.711701319904,11522.283151239002,9887.882951064423,9850.169203333064,15152.867748848455,3312.915813541023,2001.1116662145025,17902.133217608774,6512.723266044901,7713.949362236225,5922.304749173609,4524.436411656246,2890.7757040557976,3865.21681044789,7201.728807079788,700.5190456737112,10099.999810160669,5236.0180184567025,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,8,8,8,8,0,0,4347.669464988021,0,1,0,0,0,1,1,0,0,27.599401,53.914322
898,962,Чёпечём бай,545.036,4.300000190734863,6,3,11011.237754675269,7395.9795326379135,3787.1250082799775,12712.481889196817,3562.4511086801613,7814.483884713396,904.2409020791994,4071.759076107571,12220.190294068107,5936.633435450825,5055.741857633751,5786.758909017156,5315.690010572141,1516.6835038627892,5553.301124541133,15235.296101630862,10473.673250932718,8895.82314455245,10776.533961421781,14222.20374717446,4282.7040273754355,2937.6197449742026,16853.902913053567,5480.891811269115,8707.490570352034,6909.945671116703,3543.0582723575217,2536.2095416492994,3051.3015316434726,6274.280165627637,1063.0219699336897,11094.519600996606,6010.223927470129,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12,12,12,12,12,12,12,4,3364.654384634045,0,1,0,0,0,0,1,0,0,27.589957,53.91477
899,963,Y&s,166.658,4.099999904632568,9,5,12238.215915176475,8698.680862099189,2876.803811316304,13909.72610627219,4792.6593956924435,6735.341109843166,2221.121621985728,5351.287878068612,13532.718818597974,7185.671094618511,6267.752197811177,6813.417017318442,6481.612619046231,2791.6108504559243,6844.3723385852,16547.114270178066,11787.212835065482,10136.65960990771,9611.289698534469,15384.473649429261,3083.0094013205085,1793.8950036686363,18166.83871478534,6772.796022033702,7470.148167747975,5681.566888538244,4773.482886786353,3019.652886910559,4080.7273361600983,7435.608900357411,837.7611610228765,9855.130719249231,5043.813907781008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,0,2,4597.296857239036,0,0,0,0,0,0,0,0,0,27.601791,53.914049
900,964,PizzaRest,76.0043,0.0,0,0,10444.964303233399,6777.705961876622,4327.388969132097,12163.76474806777,3017.8411922737714,8382.124060385839,266.5260672177114,3479.348705609172,11592.07236781262,5363.110062394875,4514.140188772985,5369.7645470994785,4806.718067819232,970.8996957253898,4946.786379628838,14607.583541187902,9844.779062032936,8322.558279436596,11369.670664207855,13693.788703643138,4870.659944934526,3520.0462466761114,16225.101018220414,4873.767712750107,9299.831252958253,7500.806979528646,2998.4723745200768,2569.78363741503,2684.4123105946305,5762.966522575687,1589.1663351843713,11685.770674310961,6546.436847938346,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,14,14,14,14,14,13,2,2820.1755080038592,0,1,0,0,0,0,0,0,0,27.584265,53.915562
901,965,Штолле,267.914,4.300000190734863,155,59,10780.234589674841,7085.521720646989,4238.401028433545,12503.253509292059,3360.670129320228,8265.701183347728,560.7203325035521,3807.9764473061487,11885.809626400756,5697.541721879721,4856.477541939731,5712.24964158197,5152.329162173805,1316.8020851391834,5265.68835028609,14901.498484295958,10137.626387946013,8656.014849889325,11222.868216134253,14036.655169150397,4550.469267214534,3199.333323207023,16517.04120028477,5192.305914294288,8979.37908989039,7180.2203488357945,3341.322304756489,2772.9076932428175,3016.7437492465556,6108.280087453666,1259.3267075081642,11364.18827287035,6461.5514769027195,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,13,13,13,13,13,13,4,3163.2089450633057,0,0,0,0,0,1,1,0,0,27.586782,53.917624
902,966,Coffee Joy,118.037,4.199999809265137,87,34,10495.373696717063,6826.583962670181,4301.798480186034,12214.146738272748,3068.05895742496,8353.71670926029,309.4647697671467,3529.5315641780394,11639.82528903012,5413.502476018107,4564.389340133697,5416.408901879372,4856.372854307462,1020.4949014752718,4996.4415208214705,14655.375884328352,9892.431560195291,8372.936331523726,11337.634708446521,13743.9717906315,4820.7277957757115,3470.053346810762,16272.726880622056,4923.396916722729,9249.929780887689,7450.886646907185,3048.6883465722563,2586.7847442676757,2727.758543720499,5812.726799495953,1538.781538569729,11635.818546417817,6521.884268743786,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,15,15,15,15,15,2,2870.3753985051208,0,1,0,0,0,0,0,0,0,27.584684,53.915756
903,967,Зеленый попугай,88.3634,4.0,88,27,12159.404778861433,8635.39211809685,2834.6436476912786,13827.270456774642,4716.8298021751025,6721.496913378583,2175.1705642330835,5282.875658331537,13473.414900843567,7111.024483665983,6188.696764224866,6720.448904765141,6397.8711607591895,2725.5942018666715,6777.988765765565,16487.26817120869,11728.637662926669,10060.044846601937,9612.32765473616,15298.551179236087,3171.554557864449,1890.0255445854511,18107.6091785866,6706.6541117834395,7551.182288408884,5764.506793675558,4697.69869771047,2917.400161149918,3990.0971426502347,7351.0388788782275,883.7152833627624,9935.364060877595,5013.515569563068,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,11,11,11,11,11,11,2,4521.9682565190715,0,0,0,0,0,1,0,0,0,27.601288,53.913179
904,968,Станция,134.369,0.0,0,0,10563.890584162824,6889.793849319737,4280.274075758515,12283.428864948224,3137.863992338423,8327.39356965177,365.43777190118914,3596.6647174361233,11700.383909103186,5481.81482488126,4634.1308941804,5485.5966115471765,4926.6296039570325,1090.7606427678938,5061.751552124801,14716.005078375516,9952.784699939153,8441.104708219062,11305.439397616825,13813.832716528568,4754.701990964133,3403.839628334681,16332.984422324454,4988.632304222441,9183.971801478872,7384.874069688183,3118.4966627775643,2624.890013517608,2794.512972299411,5882.948184232497,1470.6811927747622,11569.677455217718,6501.664682728645,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,13,13,13,13,12,3,2940.212043020893,0,1,0,0,0,0,0,0,0,27.585206,53.916157
905,969,Билли Джойс,97.6755,4.400000095367432,63,26,62.43202774087771,4167.485191220585,13300.162242078284,1810.7545030256674,7494.964687095313,16819.14759208471,10263.703093880882,7021.206692119309,3523.7072579715273,5123.436941984635,6015.341935616915,5973.259931535917,5849.7375790889355,9538.249505856686,5646.765870087046,5554.678256413251,3211.0608478994814,2169.431406287485,19879.0851853385,3511.5959666792073,15334.56010191274,13991.242870365228,7027.5256587716985,5720.93213370428,19750.33032290265,17956.737567941214,7514.285349053681,10000.700233460822,8340.789192692771,4936.633127397302,12075.138720727737,22136.54180793092,14925.449474160177,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,14,14,14,14,17,19,7,7691.9918585408495,0,1,0,0,0,0,0,0,0,27.496327,53.87748
906,970,Joys,79.7398,4.199999809265137,6,5,100.52502094165696,4204.964424730521,13343.802299642975,1774.5504189211679,7538.462503942159,16861.762947627056,10306.785314154284,7064.091324053256,3509.345739831873,5166.559738199741,6059.00645165521,6016.318569527639,5893.605109962505,9581.596293865434,5688.567194574089,5521.830187242978,3219.1103997487958,2212.0500835774565,19921.357286182156,3477.0140479731967,15378.006161205756,14034.626534147377,6991.663527098419,5762.748740950842,19793.888588199137,18000.25537210935,7557.781766298215,10044.462705449554,8384.660805485815,4980.469931671664,12118.34624305854,22180.116042088004,14968.35367001892,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,14,14,14,14,17,19,6,7735.4746984919875,0,0,0,0,0,0,0,0,0,27.49594,53.877396
907,971,Peaky Blinders,112.883,4.800000190734863,125,59,201.16637560539652,4341.114233324214,13433.163287668438,1636.90931719252,7650.382656521231,16935.538409401313,10423.343561898375,7182.455995723746,3572.60275264492,5282.992432172777,6168.206755261689,6096.336831546269,5995.283023677193,9695.408937108552,5813.508798934283,5514.601591648488,3335.4625282876023,2333.003671510464,19991.35690508003,3338.0538418173255,15490.435992166862,14147.888542677792,6968.536466040406,5887.615546515234,19904.607847838975,18111.626378339533,7669.721134628427,10137.36361926253,8485.094128917264,5077.032776429386,12233.63952212895,22290.55298097233,15045.64382844119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,13,13,13,13,16,16,7,7847.599104356594,0,1,0,0,0,0,1,1,0,27.495229,53.876228
908,972,Bbj Burger & Bar,79.7098,4.300000190734863,180,74,100.52502094165696,4204.964424730521,13343.802299642975,1774.5504189211679,7538.462503942159,16861.762947627056,10306.785314154284,7064.091324053256,3509.345739831873,5166.559738199741,6059.00645165521,6016.318569527639,5893.605109962505,9581.596293865434,5688.567194574089,5521.830187242978,3219.1103997487958,2212.0500835774565,19921.357286182156,3477.0140479731967,15378.006161205756,14034.626534147377,6991.663527098419,5762.748740950842,19793.888588199137,18000.25537210935,7557.781766298215,10044.462705449554,8384.660805485815,4980.469931671664,12118.34624305854,22180.116042088004,14968.35367001892,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,11,11,11,11,11,11,6,7735.4746984919875,0,1,0,0,0,1,0,1,0,27.49594,53.877396
909,973,Шишка Lounge Restaurant,111.119,4.300000190734863,89,34,156.6135424255969,4201.899966201455,13199.120885890765,1784.2316971577584,7440.431250473111,16693.71937894309,10220.514932729107,6983.650364589595,3732.194025032881,5081.367591188398,5954.731087261357,5857.43941625585,5772.6608453697845,9488.031304767459,5629.965328346791,5744.407554972952,3387.0862002783765,2144.7030694479536,19748.4022513391,3465.7331158624174,15280.366380092233,13939.185636418028,7206.479003535657,5703.837868932391,19691.83682721744,17899.8581320813,7459.794342769089,9906.05982269068,8260.674900428912,4849.635642643424,12028.402776692188,22077.3145580643,14805.133326710431,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,14,14,14,14,17,14,13,7637.913148356064,0,1,0,0,0,1,1,0,0,27.497385,53.875732
910,975,Bar cups,126.907,0.0,0,0,178.1635953195467,4213.3952298526965,13196.18422835762,1775.209641764515,7442.89472821577,16687.765931664566,10224.100934582097,6987.937813768812,3753.0835644304734,5085.311486757884,5956.615042771303,5852.912449246104,5772.725585780929,9490.88840061059,5636.459517768701,5759.849396759284,3408.5338283447163,2151.085644217758,19741.76285698312,3454.2928096183614,15282.699676821328,13941.764011263327,7220.124164894283,5710.297126249833,19693.669373725286,17901.878057433514,7462.261558243571,9903.934679030237,8260.272898630687,4848.640702933818,12031.577229275113,22079.054084513707,14799.83605354082,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,0,13,7640.417297845663,0,0,0,0,0,0,0,0,0,27.497431,53.875517
911,976,Пицца Domino's Pizza,114.098,4.099999904632568,309,82,149.8187231077694,4214.969071284127,13217.808355054925,1769.6874195476894,7458.01672879228,16712.529153389707,10237.725918978189,7000.609581504742,3722.406960432112,5098.461218900895,5972.491471236535,5876.238361290634,5790.87676941967,9505.489605099498,5645.989737028793,5728.196698380101,3385.9673689517163,2160.8228164545108,19767.187040251847,3452.738809946798,15297.98520037481,13956.72941375949,7189.312917325017,5719.878410550665,19709.60170724924,17917.56943409935,7477.378636382233,9924.653286648905,8278.984256346987,4868.060014411288,12045.754004441344,22095.105288884955,14823.948230445463,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,12,12,12,12,12,12,12,7655.485734848235,0,1,0,0,0,1,1,0,0,27.497216,53.875735
912,977,Doner King,115.352,4.300000190734863,526,169,218.85464926619676,4176.372477989412,13133.90713373511,1819.966337513258,7386.70632289343,16623.74262321842,10169.601985112504,6934.64472759518,3794.545857622158,5031.495890781739,5899.625667264529,5789.583497074236,5713.4111455363545,9435.26055443369,5587.298980725837,5819.552352031807,3422.411847962723,2102.0820824454877,19677.516840138513,3492.449678590074,15226.264308805581,13885.690903811525,7282.140638102984,5661.063452217777,19636.517193858384,17844.989881980175,7406.078331678693,9842.340368623622,8200.39901417557,4788.177796510305,11976.41508337674,22021.770306506885,14736.08823450691,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,24,24,24,24,24,24,24,13,7584.285599957843,0,1,0,1,0,1,1,0,0,27.498003,53.875413
913,978,Coffee point,96.2813,0.0,0,0,218.77920013760135,4158.770170206566,13119.124890323881,1837.6633637772334,7369.954710141978,16610.495872505166,10152.577923349978,6917.45876254921,3792.056039143187,5014.371321530315,5883.027944028191,5775.550349708673,5697.395204696712,9418.412192025857,5569.7479049992535,5825.4357406484305,3412.1156264637425,2084.5079752434335,19664.66642346165,3510.115479760764,15209.56416539943,13868.923007238827,7289.8004189690955,5643.516893800498,19619.962445357025,17828.379798794853,7389.325793427543,9827.19480256859,8184.564057433876,4772.545886684206,11959.492140442184,22005.244190912443,14722.478847806082,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,13,13,12,7567.523866349967,0,0,0,0,0,0,0,0,0,27.498126,53.875527
914,979,Продукты,249.283,3.799999952316284,49,14,219.97656556424923,4250.302585326825,13447.079423484995,1741.797303049058,7624.541225930464,16972.71196693855,10387.531211308115,7142.996623493114,3408.9451696258225,5248.171716485312,6147.982815267086,6124.979343245277,5989.067408079268,9665.48452152376,5758.554977240838,5400.834666593539,3166.4691050174383,2289.937113318625,20033.75802878334,3449.3729734809017,15463.071489404096,14118.861891464268,6870.469591621257,5832.83681244489,19880.58705815134,18086.337295895148,7643.838452431622,10145.701183400448,8480.76463770954,5079.864797245202,12200.43863549669,22267.05479167685,15077.824124121715,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,14,15,15,15,15,15,14,6,7821.320209333755,0,0,0,0,0,0,0,0,0,27.494967,53.877949
915,980,Суши Весла,149.212,4.099999904632568,65,16,199.04228428293595,4245.661528414833,13216.668792424478,1744.224421884898,7469.120321854342,16704.39672577172,10251.314437519091,7015.760786603892,3768.224437984713,5112.866677035427,5982.31312371202,5871.49482503228,5796.616976432313,9517.460897735196,5665.983446771833,5759.4099476853535,3435.5559143248165,2180.606161445365,19757.443620215257,3422.0950308356164,15308.775834416476,13968.069216722788,7216.025300587214,5739.79581698625,19719.266919661488,17927.656071119538,7488.4904485102825,9925.386534843756,8283.646176592913,4871.420044659107,12058.424719712124,22104.560034597336,14817.349794229554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,12,12,12,12,12,12,13,7666.678863674941,1,1,0,0,0,1,0,0,0,27.497272,53.875235
916,981,"УП Строительно-монтажное управление № 1 Белсантехмонтаж-2, столовая",90.9523,4.300000190734863,91,41,1388.6414209754323,3271.4927800438836,11864.853808071317,3000.8360666957105,6151.533002016432,15375.851613822975,8949.911972771166,5733.413779259898,4449.125104521973,3829.795930318493,4658.154072213645,4529.304341972894,4452.2562423484,8204.096849117228,4449.12420025816,6848.813555539238,3559.749026117497,1071.652488419781,18438.09918010439,4580.844328001394,13985.19841139247,12648.264376392623,8374.40563522175,4521.290079837391,18388.705175861855,16599.56251945397,6170.937778551657,8572.293914531225,6935.279312960321,3520.890302250092,10748.623117251562,20772.71359202559,13481.316576217008,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,6349.490630904013,0,0,0,0,0,0,0,0,0,27.509298,53.877227
917,982,Кофейня,137.478,3.9000000953674316,11,5,778.5678647053898,4671.290238715977,14006.049950674993,1475.056154121041,8152.849745957401,17537.605597402093,10902.040200954389,7654.512728011803,3143.46428764007,5767.980504171546,6683.347518053137,6689.141671778273,6536.978669815366,10187.914977529736,6248.263385437567,4904.640664139634,3199.4512349717284,2809.0265381550093,20598.62303054202,3157.8315733968698,15987.114885449495,14641.100361635667,6344.637301098688,6322.706665221249,20408.079324219987,18612.520005263217,8172.088381113645,10702.101984257577,9029.135810175148,5634.426018372619,12717.797692790227,22794.958425530676,15642.278263036189,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,0,0,8349.012019651853,0,0,0,0,0,0,0,0,0,27.489903,53.878325
