,index,title,stops,ratingValue,ratingCount,reviewCount,могилёвская,первомайская,площадь победы,площадь якуба коласа,грушевка,восток,автозаводская,московская,партизанская,спортивная,пушкинская,немига,петровщина,михалово,борисовский тракт,малиновка,каменная горка,вокзальная,институт культуры,академия наук,тракторный завод,парк челюскинцев,юбилейная площадь,фрунзенская,молодёжная,площадь ленина,октябрьская,площадь франтишка богушевича,уручье,кунцевщина,купаловская,пролетарская,ковальская слобода,concert hall,sportcenter,fallback services,fast food,cafe,supermarket,bars,hotels,sushi,gasstation,spa,museum,currency exchange,mobile phones,malls,confectionary,restaurants,fallback fun,industrial enterprise,fitness,software,flower shop,hypermarket,wednesday,sunday,friday,tuesday,monday,thursday,saturday,num_compet,center,instagram,facebook,viber,ok,twitter,youtube,telegram,whatsapp,vkontakte,lat,lon
283,300,Maroon,448.403,4.400000095367432,47,24,19330.070956385214,7433.881349438756,7494.265319844745,7885.634885178898,4526.620297006019,15248.639973238045,16246.555765408026,12704.841881086082,14311.684368175598,4315.076598864054,2892.0096819162163,5361.699100957045,7389.622958360307,5736.9803486346655,17007.72405646061,9065.002696506574,8610.844733263266,5776.032404174269,5609.073068472078,9535.635352059113,12210.596163803344,11405.803202956795,4161.574058851024,4194.273264360495,2913.805041469439,5433.925633183335,6122.771013859448,4618.904071763973,19331.519215229728,7098.572771678856,6134.2302970955,9158.994522351588,6859.198361901786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,12,12,12,12,14,14,3,6240.57007243668,1,0,0,0,0,0,0,0,0,27.51259,53.932504
284,301,Мята Lounge,220.045,4.400000095367432,284,107,20186.60965466923,8235.15691138424,8373.585208401382,8782.459543051373,4661.593487214957,16160.259854336595,17096.141914832624,13616.541602942674,15156.413572536878,3600.6733102267344,2424.433006544673,6174.367636152227,7069.145624857287,5539.522187381372,17918.578857914585,8699.744873922502,7749.20481886894,6438.06326693626,6165.6587860428035,10443.069697670546,13072.953639825884,12316.525074009092,4894.545023430798,4934.932451932386,3420.8532918906885,6137.797292986182,6932.972479477209,5257.9986840600295,20240.6795272248,6265.488466744162,6945.410678590275,9981.735252263466,7457.467403834717,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,14,14,14,14,14,14,3,7060.435141916635,1,0,0,0,0,0,0,0,1,27.504399,53.932634
285,302,Амстердам,132.432,4.300000190734863,118,37,18570.147143819173,6630.307770385196,6768.5173429958695,7200.907038245933,3967.047259792756,14675.059604482054,15479.357966265023,12104.87382498,13539.786715148804,4558.825575882058,2943.3737893222033,4563.674354061626,7153.022272742698,5416.475238682036,16447.29863052172,8853.470819049895,9033.437047671037,4948.087745191152,4802.483960371997,8893.750405898054,11457.790698842668,10789.48411343705,3334.3690115108543,3368.2111421170107,2151.931752012027,4604.973538454179,5323.637336003937,3794.9224164252405,18788.62620010009,7473.486796733252,5335.696750949969,8368.92739723758,6039.688236134989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,11,11,11,11,11,11,8,5447.737756764872,0,1,0,0,0,0,0,0,0,27.51791,53.926626
286,303,Суши хата,257.032,4.199999809265137,45,15,17705.390865150763,5683.979756730483,6020.352492781723,6535.598251442899,3183.252654132516,14165.17306408191,14602.42365291004,11560.705626135277,12655.29458553223,4855.282734210519,3116.6203659612265,3654.2609924161925,6733.554454755029,4924.792048804549,15953.649900272721,8441.537446503777,9463.7723339148,3867.229090386829,3701.5785958933748,8295.137616122101,10621.22558573405,10223.775939417206,2307.9171659047356,2351.119573997279,1117.0442451829688,3549.3813048473858,4401.2216815322245,2702.2032473026807,18317.717560172514,7860.101225101303,4415.076074443049,7453.441057804036,4941.296986681805,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,1,4543.656682414128,0,1,0,0,0,0,0,0,0,27.523221,53.917214
287,304,Tokio Sushi,121.63,4.400000095367432,44,20,12533.836582242357,4393.163741453959,2605.544061204318,1934.5474608325758,9085.04519097843,7398.530879900198,9709.314606330967,4907.675219758686,8016.502620628778,11756.818138631494,10026.80241337344,4380.517681387313,13003.179215356793,11207.350380955166,9151.355507464936,14621.02968255611,16326.857094180528,6019.361771295507,6921.497069230289,2163.398141835792,5821.647999175772,3691.005586682983,5600.701129725849,5527.239621735522,7207.520443036106,5607.9156999493225,4231.381547871917,6235.9380604795615,11479.261836204723,14742.784116789795,4214.433879029179,4559.450144469698,6842.401276091897,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,2,4058.894574924638,1,1,0,0,0,0,0,0,1,27.58311,53.935686
288,305,Суши Шеф Артс,105.33,4.199999809265137,59,23,22070.116731152044,10093.098206459765,10260.790092138788,10661.980191504328,5834.469524231505,17972.89244773706,18977.108227054443,15451.037211264238,17035.452261406692,3068.068496633492,2905.4652880472136,8042.932891422067,7270.586167773334,6088.950793216726,19718.739180847013,8733.900676044826,6317.727074856705,8189.041124591622,7813.125157262934,12304.921651978986,14958.77995750458,14162.748800544841,6718.756621551,6764.166381553274,5097.469442360478,7929.013423464506,8798.695787322013,7002.028824642884,22023.30922246041,5006.192428568936,8811.667665489796,11851.029173908766,9132.894691916721,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,7,8931.248450292273,1,1,0,0,0,0,0,0,1,27.488142,53.938066
289,306,Суши Весла take away,41.2264,4.099999904632568,94,33,16585.11633764209,4557.778063224641,4956.325827005875,5515.904239048303,3280.4695881369917,13209.537166338216,13480.596916022538,10590.596023792456,11532.687327527627,5819.824934067074,4071.9659358857452,2534.9579327105653,7118.470810628625,5288.6131488567,15004.57814781991,8802.701241590423,10452.170812122471,2845.8038963061535,2859.900812862923,7305.118401423581,9509.867136140683,9245.007864366884,1202.4284429666825,1238.3649797240205,1151.5964351274317,2476.7064655539207,3277.3628637289926,1749.592446724775,17379.26003451011,8835.523473219506,3291.4813086953486,6328.396934155616,3994.169032995092,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,12,12,12,12,12,12,0,3423.041075494826,1,0,0,0,0,0,0,0,1,27.532472,53.912596
290,307,Sushi House,225.995,4.400000095367432,107,40,11238.911950688027,3534.329202920342,1799.176200316908,1000.3616982497725,9063.150082483144,6836.927864367392,8338.382546037039,4217.413280681684,6590.33042410565,12184.548934711453,10436.222077574812,4210.327620705066,12930.957283814076,11192.20308740634,8633.521098307692,14480.252286073412,16808.562594943098,5619.540574404424,6571.766331461946,960.454089775131,4377.879251338266,2875.4488073948974,5636.420012920218,5562.345273469245,7423.989920556716,5303.0668531061865,3813.206716730744,6111.822224127421,11012.37811446157,15198.431281112207,3794.0233769339898,3250.102038285898,6215.994819676711,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,3,3617.4091722977496,1,0,0,0,0,0,0,0,1,27.589084,53.922251
291,308,TokiNY,276.722,4.199999809265137,165,65,11659.977531899354,2302.5577379626097,528.3282135598919,282.32169760390013,7868.215514732989,7950.772766153734,8642.58840969638,5320.899080438202,6775.719311172277,11164.271593947866,9418.180217385665,3027.534163158676,11708.871340528447,9990.17546677022,9749.557612374583,13240.37923857572,15798.19321098777,4358.216638285407,5313.385084847885,2043.7679210602084,4571.961393548001,3970.9816201619233,4500.642887778352,4427.919028600353,6339.344982434577,4060.2991373210707,2564.363456654476,4908.594188532476,12135.921961264332,14179.157157029056,2545.013058380814,2452.026187969543,4949.6064269757235,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,13,13,4,2366.8859935301753,1,1,0,0,0,0,0,0,1,27.580505,53.913753
292,309,Юшан,60.0531,4.300000190734863,39,16,12342.948598982064,2880.6384167059764,1135.7671191181796,756.0594636837742,7844.742604763862,8142.076229991536,9365.767830425455,5528.457392704974,7533.073090850106,10873.33136922153,9125.3859493409,3018.985856822428,11740.145496707772,9976.68784514453,9936.307063943246,13320.344888860658,15495.300665987443,4570.008068792126,5497.36876592235,2269.056188731244,5313.898555486875,4189.690993752589,4382.312094011528,4307.866818172159,6134.175408605067,4193.742007301557,2757.869292620147,4919.629576048923,12311.04781225545,13886.351316226519,2739.961581673198,3303.3296672732417,5335.025029371369,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,12,12,12,12,12,12,6,2575.689057654851,0,0,0,0,0,0,0,0,0,27.577279,53.921716
293,310,Маруми,175.756,4.199999809265137,19,8,9625.055026621478,5031.667854521664,3575.049670409855,2877.3093588967718,10953.437284138543,4863.546761492369,6922.429644367762,2233.464086403588,5415.066877332703,14185.240724098185,12436.66040581175,6116.688431881044,14773.595836322198,13071.201787522617,6662.699548355021,16278.311594704399,18812.22874958627,7368.986130884123,8327.224056223866,1063.9062732724917,3417.1784675329377,882.3796402807683,7582.317138016392,7509.03910503298,9400.600309621728,7116.8996355078325,5623.791536022553,7993.575066216172,9048.194827111653,17200.155161144114,5604.396957425723,4050.788462123405,7775.42683674666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,12,12,12,12,12,12,4,5425.969375916562,0,0,0,0,0,0,0,0,0,27.607126,53.922598
294,311,Квартира № 3,377.057,4.199999809265137,266,77,11691.561322382098,2938.7899643597248,1143.019048978369,362.53836958085105,8332.100948831378,7556.748160209468,8728.23768099191,4932.140871382889,6913.634626587136,11477.18798366223,9728.602541375485,3479.60344222199,12202.78450137611,10461.490202209983,9354.634511176968,13756.888032224993,16105.013881156136,4913.936958342793,5862.086191071744,1644.8880412893475,4690.9656841840315,3584.5724408898327,4906.160288492987,4832.151342082094,6700.951283297804,4584.219800832249,3100.5123371062414,5382.0395186005735,11735.614982339112,14492.255578396902,3081.49295940025,2979.7647518564618,5560.056094038405,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,11,11,11,11,11,11,11,2906.4530009327277,1,1,0,0,0,0,0,0,1,27.582942,53.919615
295,312,Изи Суши,108.608,4.0,5,3,10872.34399345424,4212.452993832702,2523.719554813596,1735.2034340495022,9804.253553638613,6127.979192356548,8058.0006087844,3522.96547183593,6401.506505465837,12885.327373308926,11138.015389039909,4951.831296146025,13673.381336947945,11933.721739155117,7920.979443027706,15221.82881297985,17503.342548842564,6354.333065870978,7308.1623831133,525.3958296837646,4239.5584367292495,2201.1609887854365,6371.352910567812,6297.155053479362,8146.846558936607,6043.58367968213,4552.006903791295,6853.914812912189,10295.072281243658,15896.868168681704,4532.774525133296,3710.4691451125304,6921.394628209918,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,13,13,7,4355.693369935008,0,0,0,0,0,0,0,0,0,27.59506,53.925592
296,313,Гранд Кушавель,323.867,4.300000190734863,104,40,23006.640215062303,11008.849961319054,11209.877826690228,11616.624827309353,6464.452023637385,18922.491671881973,19910.491048905296,16404.701426846786,17966.82551461715,3079.1041984195963,3429.005081844476,8968.260139750484,7419.363388510642,6438.474386352501,20665.504844892585,8767.744100983522,5590.896032767173,9046.957291270395,8622.703122204512,13261.240340618873,15899.679505137934,15117.987208590957,7619.270124825696,7667.251579239662,5942.571436286207,8808.51887848361,9721.21424698192,7861.546439959265,22965.66882269227,4415.581249023083,9734.57335610048,12774.462027410109,9949.356508499743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,12,12,12,12,12,12,3,9857.587271658473,1,1,0,0,0,0,0,0,1,27.479638,53.93944
297,314,Терра Пицца,434.046,4.199999809265137,194,66,23589.381973653362,11566.20827408134,11820.139943251546,12242.858656387953,6778.8497156877365,19581.902856450004,20488.65478545136,17057.43216274556,18542.33108041015,3038.518104347314,3722.9859952973693,9540.657278786,7370.7305895825975,6544.8301220353815,21327.95825177792,8626.958532938537,4982.8975947328145,9542.768340133625,9073.48644748366,13901.538631755919,16491.73925084927,15766.135207044492,8163.61352595163,8214.397686514094,6437.741332501993,9327.165493441536,10288.883599805133,8362.231087877513,23631.61665299593,3899.3371927153007,10302.748003562576,13340.655673064397,10402.68333761223,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,13,13,13,13,13,13,5,10430.328521290292,1,1,0,0,0,0,0,0,1,27.473686,53.938112
298,315,Петрович,358.027,4.099999904632568,14,6,11872.829980022314,2869.801507238261,1063.8010586936891,377.820500042209,8163.710850216553,7742.655986634657,8901.980133450163,5119.765477389121,7078.631068311635,11286.58597923345,9538.01717117545,3313.539955559383,12040.623536193361,10294.107173392165,9540.002645552693,13600.94553022139,15913.63026691753,4776.349462816298,5720.531457034844,1836.319209617158,4857.1632767893125,3773.510858035817,4728.8567594153,4654.717121762346,6516.205675421672,4435.247908075419,2959.4208400273787,5217.763857435767,11919.905536058444,14301.426540819328,2940.5939745727615,3029.1684823703335,5453.077306961102,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,17,2767.404205646157,0,0,0,0,0,0,0,0,0,27.581199,53.919866
299,316,Статус,104.283,4.099999904632568,67,19,12581.957755258549,3721.035323937392,1965.4348111763882,1401.3231741834757,8414.530125145686,7850.912492194579,9678.681848884893,5292.276207979199,7912.901976462372,11206.035279852787,9466.742697694046,3674.7889002080688,12329.230087817456,10541.437287753319,9626.246399974974,13937.536559137434,15799.989983353573,5304.269514395582,6209.268473782802,2237.6979087527716,5693.1483406330135,4004.994788629422,4929.4176386091585,4855.460078474592,6582.94905391184,4896.206007825652,3515.548560997124,5542.626474705238,11977.668798231638,14205.30357790038,3498.63897617307,4051.023540611079,6130.1101546141745,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,10,10,10,10,10,10,3,3343.6801176538684,0,1,0,0,0,0,0,0,1,27.579141,53.929976
300,317,Съем Сам,491.916,4.199999809265137,25,7,10912.731638494297,2999.3481213718237,1416.114508538875,772.9778867147708,8794.326321072635,7015.517464221956,7948.577273586071,4386.62309570276,6140.646017778503,12098.059645617392,10351.105066351913,3963.002326674537,12618.909572275192,10912.152274183445,8813.799596949335,14134.71760920984,16731.442059593886,5231.867915467423,6190.282628299844,1137.755860003665,3917.4892754066123,3038.7438480756973,5440.073475454015,5367.427300222134,7278.32315292531,4962.7762703197695,3467.5602380567984,5834.537136915684,11200.581895147241,15113.40733133302,3448.1538781671798,2569.219541776821,5726.837823976681,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,12,12,12,12,12,12,5,3269.5823117947134,1,0,0,0,0,0,0,0,0,27.588831,53.915327
301,318,Суши Весла take away,184.564,3.799999952316284,42,11,11125.55726769359,4069.9744558866823,2339.551612717848,1538.640276678489,9568.913926681176,6396.352377520928,8291.99869121393,3797.182368859769,6611.7164484133045,12617.13188673961,10870.345359400986,4719.571410434866,13446.400729056188,11699.64605670122,8187.397362629028,15003.399857345144,17232.977833552075,6154.282175140615,7104.9203063123205,746.1159890278806,4432.12219861927,2480.196746690942,6125.36972575951,6051.052043397534,7889.670105280412,5830.560142904077,4344.397889031009,6623.784721395367,10558.823063306403,15627.696070393788,4325.294245143358,3686.9793956351887,6756.727419911668,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,10,4149.403532744359,1,0,0,0,0,0,0,0,1,27.59257,53.92607
302,319,Точка,241.669,4.800000190734863,190,67,21979.168405799,9975.72722010957,10703.575897064293,11295.090532640872,4143.64074805732,18988.495597395777,18871.3912246879,16372.611890111884,16928.529370525794,254.15381289746526,1731.0090794619994,8177.578806533077,4095.4810760324285,3334.8285570797398,20781.55106199326,5463.435672548484,4692.270469266045,7619.331152858371,6913.894898143837,13088.362224503519,15058.656731594037,15027.94061348734,6676.416804155097,6744.385020656988,4798.730286465688,7566.204749352598,8841.727275817742,6549.199505844643,23151.912674468822,3067.6631603199858,8859.083869108861,11759.107578393625,8191.636371125448,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,2,9018.668147385748,1,1,0,0,0,0,0,0,1,27.480874,53.905772
303,320,Winbet,91.6401,0.0,0,0,26675.511383121975,14714.6804016215,15444.440452335193,16019.091043148708,8683.383300542004,23674.712739798364,23574.07302905963,21070.852368693428,21637.773229976923,4687.855688911528,6432.336331318486,12926.523178173778,6697.173812114374,7175.440617129628,25461.252484919656,6966.884529447755,100.88474378149667,12323.741827981441,11564.251418547856,17798.93697119019,19799.22735421523,19732.18756364485,11426.090833457929,11493.748310855755,9547.332750144004,12299.270856389972,13591.813477273967,11284.508954788356,27820.2597239936,1686.0380219675553,13609.208201901047,16492.043641858476,12792.78734857719,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,24,24,24,24,24,24,3,13769.004681687007,1,0,0,0,0,0,0,0,1,27.438227,53.907455
304,321,Магазин-бар свежего пива Точка,147.461,4.400000095367432,49,14,22785.9216470037,10783.157045260385,11497.70555343619,12081.151675942643,4916.518876128963,19761.911157825154,19678.43809696823,17149.682577575808,17735.868126644033,749.1459522260196,2496.3804262824874,8977.583494251407,4371.285039367442,3910.4625128254766,21553.11640880947,5554.844130287852,3893.0215275021246,8425.697532290997,7713.360868751469,13869.341601460168,15865.785205386825,15806.920515593485,7477.439154146098,7544.9454964505,5598.405328737235,8373.975031098356,9645.675266199094,7356.944364196022,23920.247833874808,2271.0109348755527,9662.957006856921,12566.8227518247,8984.683425075355,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,11,11,11,11,11,11,3,9821.822806663844,1,0,0,0,0,0,0,0,0,27.473699,53.906994
305,322,Бар,175.891,0.0,0,2,23428.438639212705,11419.61594510235,12112.208074378832,12685.919368457244,5556.765547100648,20350.886875233213,20320.508754275066,17743.137374119582,18377.34855605933,1357.8395927227605,3098.8981153604373,9600.430973098148,4753.905337125203,4469.490838652248,22139.80175630036,5793.725515505758,3282.249623664962,9068.678972934233,8358.430729689782,14467.88354725915,16500.931354359727,16402.767226351054,8102.184009918481,8169.024789925534,6222.30762487617,9012.722306824659,10274.3600151299,7995.425752244147,24503.11962158646,1674.8069266073205,10291.511617784778,13204.768732405622,9629.211632215049,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,0,4,10449.161589882786,0,0,0,0,0,0,0,0,0,27.468146,53.908861
306,323,Greench Beer,219.522,4.300000190734863,25,2,27923.506734072704,15958.40020421616,16670.30704713485,17236.077129448404,9929.44822554282,24872.942831690663,24821.927873415563,22274.85000177459,22885.359234890162,5917.025770434705,7655.6821491467745,14159.470196053342,7811.906638091371,8390.053707237375,26656.306014516504,7922.570658572103,1319.9459281160769,13571.097359799309,12812.15106650387,19009.362901362685,21042.750191141127,20939.16450679869,12660.363997243512,12727.532883536278,10780.755169987839,13543.96559640901,14829.431593841497,12528.668030462204,29010.157313187807,2930.9662035730016,14846.727545051986,17737.122452598807,14038.997810152041,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,10,10,10,10,10,12,0,15005.592255479583,0,0,0,0,0,0,0,0,0,27.427194,53.909698
307,324,Барный кейтеринг Barocco Bar,266.19,4.099999904632568,4,1,26273.918239388167,14260.306022446546,14908.414328373097,15457.498263778036,8361.27125613929,23069.47178146605,23166.031494311927,20477.53741454774,21222.751194133678,4192.578001746597,5904.452057403856,12417.682817836425,6775.308862610988,7025.919733177855,24849.838112974616,7252.082149191419,915.5176145522067,11913.921685548718,11195.342681731825,17220.586785236417,19338.99424186521,19145.511643710353,10924.721149724995,10990.23951062264,9045.997772575538,11856.403671257363,13102.497024217697,10838.971578095463,27199.483941798953,1414.813583147718,13119.395784427275,16047.20840952345,12455.159492604049,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,0,13274.64005227273,1,1,0,0,0,0,0,0,0,27.443074,53.914473
308,325,Billie Jean,166.87,4.0,106,29,24302.02292111162,12262.041431413187,12868.473531285515,13410.729501104857,6521.3751785404365,21019.61747323614,21191.30319639497,18427.24258064637,19244.352701342206,2230.1233399811817,3884.8191953572564,10390.47044079528,5693.30799761941,5483.162230813852,22800.59131416714,6611.041480853634,2688.593437277143,9955.254552040722,9278.253742377165,15171.136567761134,17331.81453552057,17095.387003407814,8903.398730535328,8967.66372642563,7028.869737875111,9871.08849051172,11084.506948754943,8854.557018083317,25151.620203371713,1327.7911058624668,11101.111894580714,14052.940273304332,10564.758799840609,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,12,12,16,16,1,11253.721539821181,1,0,0,0,0,0,0,0,0,27.461453,53.915825
309,326,На рогах,202.869,4.400000095367432,33,17,20613.94569838623,8561.455936674403,9182.891037455585,9750.605430126907,3232.5537557492244,17420.70103509429,17502.23685357885,14810.11155339695,15553.40611102111,1593.0813379869312,189.09322543902107,6687.368057118483,4700.122454461958,3336.9300013446696,19211.391714894093,6298.480668986266,6217.80468268401,6299.89170448713,5696.457899166669,11532.805208486363,13626.455006560822,13468.607628131695,5197.500485706325,5262.10857445547,3322.794608372125,6183.625736835628,7378.279529028456,5170.89595553688,21578.07668959273,4604.806716744966,7394.907201277431,10353.787427759087,7015.067356156291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,8,8,8,8,8,13,2,7547.934749898075,0,0,0,0,0,0,0,0,0,27.494456,53.910874
310,327,Leto organic bar,132.523,0.0,0,0,27207.942218650816,15245.401952941796,15967.485604551886,16538.290696506094,9214.762452991847,24186.011428058548,24106.46792035139,21584.573290941942,22170.075912288743,5211.59920579113,6953.6826422577105,13452.58366415267,7166.182834966201,7691.701754783943,25971.224837671958,7362.214933397776,606.4122668960837,12855.953013391172,12096.585219156152,18315.343759060197,20329.88803984323,20247.159351147133,11952.689968814559,12020.135478735578,10073.490465154517,12830.389300990564,14119.91427208465,11815.393190234981,28328.06485940012,2216.9034918291695,14137.266607936519,17023.34062623405,13324.257612902358,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,14,14,7,14296.663013917523,0,1,0,0,0,0,0,0,0,27.433516,53.908386
311,328,Матчбол,283.442,4.099999904632568,59,22,22199.91423921697,10139.294488784382,10684.875047894358,11217.686667362124,4734.696172710635,18823.470476080092,19088.074072875523,16230.13032195648,17138.306720193574,878.5235320377489,1792.2860572058303,8227.64322999012,5208.486337948598,4311.847434256095,20605.414541400824,6581.394323615733,4835.889090124632,7901.823615527001,7297.056907209775,12974.692422829654,15189.926696004653,14898.283528860453,6753.006288277244,6815.01488956902,4893.515041626277,7775.7912270837805,8934.704017681399,6766.185457920122,22958.45996154179,3288.0880441794843,8950.835428488444,11932.483539275074,8612.609219495318,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,13,13,0,9099.22327188417,0,0,0,0,0,0,0,0,0,27.481157,53.917119
312,329,Кафе,119.007,3.799999952316284,3,1,21594.829734974464,9561.52406546106,10228.973336666735,10804.187943943465,3917.4329700630096,18478.98879188901,18484.36844864938,15867.776496530054,16537.9131081352,534.6364135288171,1216.317778244023,7720.584941922562,4412.583826639043,3423.613095015248,20269.84076432021,5868.440737800805,5164.108140268433,7248.265785757408,6586.382824134879,12589.156256515551,14637.388057061837,14525.747408789806,6224.4018260644,6290.587272851804,4344.761068190307,7165.1288542229,8400.37630930489,6148.155621277015,22636.595925377016,3548.0051068279317,8417.342644149352,11350.751427486224,7885.376806234286,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,17,17,5,8573.384350118307,1,0,0,0,0,0,0,0,0,27.485061,53.90922
313,330,Пора покушать,241.732,3.200000047683716,25,5,23240.05901546677,11187.603424489393,11763.413961519547,12300.40252472031,5590.291722976967,19906.15667992981,20128.429181632928,17313.765894379074,18179.78343291084,1292.4712801811218,2809.9090368519765,9295.767991630548,5359.497103653577,4816.243472176616,21687.37221569463,6522.654019742994,3773.369001490709,8912.778943483378,8268.7337964218,14058.574023153118,16248.771328072091,15982.171434000735,7814.294527289546,7877.504431014951,5945.550633930088,8808.73885928305,9996.411647919258,7794.620081886118,24039.04698561735,2275.14639988115,10012.787209754588,12980.14040251396,9570.828086146144,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,0,0,10163.344203867666,0,0,0,0,0,0,0,0,0,27.471428,53.91667
314,331,Фарт,62.783,3.9000000953674316,62,17,20349.44398037717,8345.020124279536,9107.711582335989,9719.316755423588,2644.4531342387545,17437.103613327097,17241.070659804514,14814.299919102361,15297.5985645326,1744.8383553841632,668.8448858209932,6568.13464297425,4000.0354855153387,2579.4866475182343,19233.485372069666,5634.304869944639,6313.012328373969,5991.196474311723,5305.684869369865,11523.360379697602,13428.63320316824,13466.07550694314,5065.658731237597,5134.935706008356,3196.8306982895756,5934.479492335233,7220.859899650861,4917.581747160795,21610.123696610706,4688.186833159136,7238.417317597735,10127.551192409821,6599.38371412113,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,2,7399.918625796577,0,0,0,0,0,0,0,0,0,27.495362,53.903257
315,332,Пан Бровар,9.74045,3.5999999046325684,40,12,21716.544189920543,9831.83019937312,10728.254079071581,11370.218843658866,3705.8129937445497,19105.432506901885,18621.168443731804,16477.761359421253,16691.908207902292,1329.7417770597442,2193.0967001774047,8170.232901557694,3017.98707031299,2438.802137885476,20903.8627382761,4406.073829021627,4904.0571322341075,7393.524172532544,6600.742130369938,13183.895771332327,14906.5571426977,15127.207162772165,6675.920861594514,6747.88376999006,4849.464037708916,7414.299688207225,8781.887167332858,6413.911445898931,23285.14780549975,3327.7263561949862,8800.172592761824,11587.855702353081,7815.318655771587,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,14,14,14,14,14,14,4,8968.267202474834,0,0,0,0,0,0,0,0,0,27.481536,53.894876
316,334,Ящик,105.27,3.299999952316284,96,25,20351.618316558957,8344.933176879476,9103.01249227808,9713.27757109991,2657.415081798784,17429.96698245406,17243.05476350719,14807.455676290965,15299.334581212053,1740.8319732439493,644.1891877252033,6564.495786435762,4024.2968815592217,2603.7475590151657,19226.218310478915,5657.968894227704,6314.667563478089,5993.974602998993,5311.355411349358,11516.774516506899,13428.30154030475,13459.382431105807,5062.0410290418595,5131.186633482821,3192.015330679378,5935.117408561784,7218.609093944985,4918.076107056569,21602.59747290885,4689.728080023538,7236.138318719477,10127.981671097265,6606.2738593837375,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,7397.382960328312,0,0,0,0,0,0,0,0,1,27.495388,53.903505
