,index,title,stops,ratingValue,ratingCount,reviewCount,могилёвская,первомайская,площадь победы,площадь якуба коласа,грушевка,восток,автозаводская,московская,партизанская,спортивная,пушкинская,немига,петровщина,михалово,борисовский тракт,малиновка,каменная горка,вокзальная,институт культуры,академия наук,тракторный завод,парк челюскинцев,юбилейная площадь,фрунзенская,молодёжная,площадь ленина,октябрьская,площадь франтишка богушевича,уручье,кунцевщина,купаловская,пролетарская,ковальская слобода,concert hall,sportcenter,fallback services,fast food,cafe,supermarket,bars,hotels,sushi,gasstation,spa,museum,currency exchange,mobile phones,malls,confectionary,restaurants,fallback fun,industrial enterprise,fitness,software,flower shop,hypermarket,wednesday,sunday,friday,tuesday,monday,thursday,saturday,num_compet,center,instagram,facebook,viber,ok,twitter,youtube,telegram,whatsapp,vkontakte,lat,lon
770,829,Суши Мастер,379.495,3.9000000953674316,11,6,7345.701435261021,9769.3168310788,8513.775119398968,7847.668722167098,15881.214760527515,379.5564960293591,6128.890793062753,2749.0689248762196,6040.689551317944,19150.50205152116,17402.282519936485,11072.008126453946,19646.79930225844,17983.747711055174,1740.1721699667519,21097.987892324865,23772.31701630192,12215.261120544958,13164.308446263236,6036.858716013436,5731.249155290785,4094.162527386074,12549.114804965082,12476.204717580225,14373.825525602782,12013.106312915543,10536.967927932588,12927.10900153223,4113.403883963582,22163.86408207948,10517.74170469856,8372.313080118349,12447.71099673745,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,11,10341.013181796643,1,0,0,0,0,0,0,0,1,27.651186,53.930947
771,830,КроссБар,152.805,4.699999809265137,58,41,21561.433398770638,9540.311010522759,9806.4452170583,10248.00397360983,5095.581762214491,17671.84299749446,18460.41713290084,15121.62810072714,16514.069004711873,2546.6131110236925,2168.362423422164,7512.3932202202395,6615.1709283064965,5373.207263784285,19432.413287840987,8121.2015200163105,6288.030460973176,7557.144957059217,7140.841405908511,11932.219605524513,14466.083274365763,13816.224946162456,6141.762435992887,6191.359640443136,4452.869504104587,7321.438549793956,8260.90115029287,6371.827596161357,21756.437344958114,4861.253092130697,8274.717837101014,11313.026745285999,8465.872855680347,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,12,12,12,16,16,2,8402.066649128932,1,0,1,0,0,0,1,1,1,27.490837,53.93118
772,831,Arena,137.943,4.400000095367432,14,5,22156.113703139894,10173.817906395552,10350.614736900323,10754.525675265591,5867.646471866449,18070.798187437398,19062.25133022504,15547.930733962668,17120.05899672114,3023.7325659363655,2918.919900681712,8125.74555962713,7247.700575127393,6087.067920993804,19817.090721781395,8700.26357235228,6223.100424039325,8258.196738524359,7873.957710691553,12399.829785045253,15045.938286629023,14258.92555010685,6795.850148826262,6841.809837466657,5163.410939812538,8002.111372338943,8880.886999884506,7071.229831986517,22122.160451722782,4918.567203418038,8893.951544829382,11933.587576064352,9195.14496927158,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,7,9014.367551127443,0,0,0,0,0,0,0,0,1,27.487259,53.937878
773,832,Крафтэрня,248.288,4.400000095367432,57,22,16234.998230914513,4724.724767153903,4367.007111115577,4674.124513126658,5229.733386880092,12021.737985464804,13184.809133924291,9462.805998759597,11276.738965515846,7141.469216344289,5439.168832764396,2768.014671886015,9012.335815570703,7183.856089494579,13790.929224984484,10709.709789616807,11678.861857747022,4008.927226111409,4402.841478877254,6289.024238134535,9117.301846883516,8158.591067411724,2432.9386934353624,2401.6766476522535,3048.982271185991,3505.0828878946368,3455.702410863536,3268.180926264195,16130.316979130132,10104.259360959306,3460.0726768829936,6278.135338205371,5240.158503163103,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,2,3503.9183106408404,0,0,0,0,0,0,0,0,0,27.541652,53.929531
774,833,Zauglom,121.654,4.300000190734863,45,22,24252.10283826287,12227.894702304779,12480.002857693833,12898.289033947807,7362.557570446529,20213.74397972698,21151.354506089305,17696.831394685916,19204.98065785403,3444.9568606007033,4313.2384862304825,10203.316080731995,7710.192517272949,7006.660380426617,21955.390444991055,8878.586246745333,4661.511194706951,10193.603843649758,9711.091140673107,14550.37442531536,17154.098673470373,16409.56031443748,8824.24554718351,8875.351939454073,7090.150467274954,9983.3279532919,10951.35277725597,9014.776530481675,24252.83342418908,3763.8988623124956,10965.24012467448,14002.954067554238,11040.305133953,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,1,11092.980303537965,1,0,0,0,0,0,0,0,0,27.468055,53.94029
775,834,12 Кружек,268.659,4.300000190734863,23,8,15447.24616034428,4226.15908161614,3610.09977945364,3841.797962650702,5837.830303858179,11125.574023079284,12417.854722075039,8569.182473389268,10527.728466554538,8014.422396355474,6299.459111704442,2485.238229792441,9694.917177385518,7864.986700585191,12894.67200818378,11377.959540962649,12567.089097128259,4005.9527804852123,4574.0054285138485,5411.075945628422,8345.1643700503,7268.7909338894215,2669.5231321658543,2617.256220026371,3721.969336114617,3484.067678266636,3053.6374916735317,3508.7173486224906,15234.810005310028,10987.783444463314,3053.256159723131,5645.423136460466,5207.345317726617,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,11,11,11,11,11,13,2,3054.3274590764295,0,0,0,0,0,0,0,0,1,27.549691,53.930038
776,835,Сибирь,210.42,4.300000190734863,135,58,16668.601214986335,4705.668020240754,4933.645129107149,5439.891115433726,3687.047269516273,13077.336268446828,13571.987478493136,10469.472429226815,11628.99511404981,5936.702179608732,4191.490004559475,2639.9923315801566,7479.448509624659,5649.428553273001,14867.624396300796,9172.804170093796,10553.943326855278,3190.3101841184075,3283.7001692784193,7200.429110677838,9568.004600671742,9130.860771110732,1494.690254582679,1511.8014965753202,1506.4416724698244,2780.4411910701506,3399.3081606877554,2151.9989548793674,17234.735863493577,8946.770751376036,3411.523393258231,6447.2706177599875,4371.202939860861,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,11,11,11,11,13,13,0,3526.0538503201565,1,1,0,0,0,0,0,0,0,27.533066,53.917242
777,836,Лобби-бар,235.061,4.099999904632568,12,5,17671.649934915265,5732.17268679102,5886.036077897558,6341.910686527101,3778.4377510704735,13883.753487447866,14579.522872091247,11296.930223250687,12639.287840726409,5203.014250264736,3497.517862513141,3663.40846297703,7305.704143795564,5504.639584550119,15664.240973281814,9014.477508408656,9764.531932051856,4133.257369144445,4087.7982155152567,8060.624539539196,10561.796831745723,9971.453547178311,2476.075875335264,2503.6925909956763,1671.151889338009,3759.5944652065673,4423.785594181986,3016.9861312891944,18017.093012839243,8178.809612591373,4435.685795068228,7467.765514496194,5269.14010601394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,0,4546.692303035357,1,1,0,0,0,0,0,0,1,27.525261,53.922798
778,837,ButterBro,266.339,4.699999809265137,406,161,11461.850116022106,3924.579631009253,2148.627796484021,1346.2019633301436,9279.03782190698,6739.482167659162,8607.689219509843,4149.168638365639,6901.780659932659,12277.291285498806,10531.510357280675,4439.072458261996,13167.279718567654,11410.81262581949,8527.413917051901,14736.04792801755,16889.470153241997,5919.038727171174,6863.619960018413,1080.2187269629699,4705.9789567944645,2839.335062746106,5821.791706654251,5747.359491399084,7567.806723240679,5576.894179832226,4102.450712295972,6343.660821036807,10894.7504235644,15286.125210326167,4083.6069308596734,3706.0461184691376,6570.912680173082,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,13,14,14,3,3910.153806422208,1,0,0,0,0,0,0,0,0,27.589382,53.926865
779,838,Tappo del Vino,399.875,4.199999809265137,27,10,23635.749919596765,11612.478589460106,11866.330056048002,12288.74349278144,6819.04497534854,19626.151163337905,20535.01698430742,17102.204069227802,18588.687342040677,3063.7519763630967,3763.3264725184854,9587.014342622444,7392.745521334361,6575.7629092568395,21371.902187923668,8642.81734900083,4957.907987952111,9588.181968090063,9117.880117583392,13946.96499683455,16538.09176840401,15811.186395393293,8209.794176409316,8260.604958666809,6483.253807541556,9372.99226941965,10335.221660179024,8407.770375080932,23675.131093401622,3885.999389529251,10349.088230673733,13386.978608135523,10447.093488046878,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,11,11,11,11,12,12,5,10476.684834667198,0,0,0,0,0,0,0,0,0,27.473291,53.938261
780,839,Ресторан,141.583,4.099999904632568,195,63,23064.943277426617,11025.727677448403,11329.157586564028,11773.187018119224,6172.084318434218,19177.102927582437,19960.858155697202,16635.256579349047,18012.793885013227,2514.9021827706592,3116.2342081372435,9013.713765320475,6862.126967895927,5971.5419860620395,20932.495464358515,8171.962912405169,5048.634439002214,8969.067060451374,8484.016305239902,13454.292904149006,15977.970498996916,15333.831219198442,7617.548445539741,7670.137149484489,5867.396439419591,8764.567659673847,9757.288514155778,7791.7486074291155,23248.734924049655,3808.675949553261,9771.543650753274,12805.68301303574,9813.255443513715,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,9,9,9,9,9,6,0,9902.738179735852,0,1,0,0,0,0,0,0,0,27.477292,53.933505
781,840,Точка,296.67,4.400000095367432,136,41,11650.961856177128,4849.0191303711,3059.0201829998878,2264.848399528786,10014.616451524224,6306.0003612534765,8918.814478977243,3828.061192019483,7325.525151130814,12817.031965865168,11081.384050235434,5218.507040681891,13922.396656627954,12144.742610027864,8060.603371207534,15515.21913269823,17399.101537223814,6766.950634273207,7700.225492266732,1505.3122698084544,5197.885490787837,2655.7414485650984,6533.728226691557,6459.444833654469,8208.279415776115,6398.9580936204775,4949.795879244658,7112.207746423525,10393.403247150429,15810.173195776197,4931.425341215468,4601.043256493684,7468.680156413114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,4,4762.352638737196,1,1,0,0,0,0,0,0,1,27.592922,53.935437
782,841,Соур Плейс бар и магазин,150.541,4.400000095367432,30,17,12167.24648327029,7409.019012648413,5618.583803924385,4825.2897774833455,12336.490631572473,5385.966329326767,9852.652338132391,3718.5620865547094,8614.043409581443,14752.718479468625,13058.591455366462,7653.12468829719,16255.863316787729,14449.95864605373,6891.241765715386,17884.987748643234,19231.823355155586,9267.883463680828,10183.54574593309,3655.615000671534,6783.678521320049,3352.738063023246,8858.755822434527,8785.945762082281,10393.440897954353,8871.96832256943,7460.395566636867,9509.671791666053,9013.131994285324,17685.370975669954,7442.6049523138445,7028.305163016525,10017.450229728165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,5,5,5,6,6,0,7278.780468119266,1,1,0,0,0,0,1,0,1,27.605586,53.957104
783,842,Gyros Pub,151.256,4.099999904632568,28,13,14114.845319550372,2651.4898307870035,2261.8984614598894,2724.272391265255,5670.29660420959,10399.671585461789,11047.442764687343,7780.125105391422,9128.26493925561,8625.527633452972,6876.94325422703,1166.942855215621,9587.648043423256,7795.383179679699,12195.37714309592,11207.267114944576,13254.119067420603,2891.3195356401857,3676.087758350447,4496.525376463711,6991.558648197138,6434.9465791641,2185.173527504541,2111.595503425154,3874.861565043931,2398.5791978904654,1534.272356161466,2848.8680193001915,14571.771552611252,11640.693415277728,1530.2454927190815,4115.216968844272,3978.089352799492,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,12,12,12,13,13,1,1503.2713650849794,1,0,0,0,0,0,0,0,0,27.557456,53.916695
784,843,Суши Шеф Артс,121.045,4.199999809265137,50,23,9326.127326219528,14598.573731570736,13265.488724955692,12556.506502016855,20644.47443172752,4864.3296186176385,9635.355945087531,7470.2966067369725,10263.942203467679,23727.698894692225,21987.52584959999,15803.742488450567,24449.7591589903,22760.79037456518,3110.4463728935825,25922.99953780374,28314.520448043724,17023.613553102005,17977.31993209214,10737.322805105356,10454.304348784843,8812.100460711981,17254.279831484095,17180.396557858792,19037.05914743967,16798.238352440298,15309.892797893093,17684.6269991404,966.7018782125451,26725.00115404569,15290.532604468573,13219.758763630942,17290.727529050826,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,0,15112.462576249047,1,1,0,0,0,0,1,0,1,27.689559,53.954199
785,844,My sushi,85.1744,4.199999809265137,46,20,8999.44002676588,12002.864012722024,10586.552855121268,9854.974480743182,17952.889571748467,2403.009850845534,8394.508529007348,4842.5002922064805,8532.974559995408,20959.381163097205,19222.045572509855,13101.88611188243,21790.158785778036,20077.153476399515,1304.2309146517118,23294.30697443753,25538.398989721816,14384.52732024911,15342.139973199844,8043.856430783764,8255.717928421698,6151.751525140761,14534.41885064531,14460.234740289035,16296.423090532482,14133.591026311287,12638.892602060423,14994.63009878218,2450.9772995976596,23952.297328008113,12619.486701239724,10733.383810467909,14726.635253516017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,0,12440.920737840848,0,1,0,0,0,0,0,0,0,27.664619,53.951794
786,845,Суши Весла take away,179.896,4.0,111,28,8516.625112771142,13524.488302798158,12222.7028229292,11526.519815349018,19601.354264640217,3799.927062907955,8614.895570395074,6423.347939949659,9176.316373471716,22747.760835545523,21004.053369838322,14769.735138707094,23390.558158956377,21712.701599398868,2019.0506507476948,24852.38433717385,27347.54701701202,15960.69193516074,16912.370953275156,9706.55530381406,9341.976138434935,7771.478561141293,16230.11050191279,16156.49368562639,18027.580695057928,15745.247361225254,14260.998039433454,16642.604697982904,493.52084592026443,25751.539813054595,14241.677930368372,12124.953693546218,16206.811837358522,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,12,12,12,12,12,12,1,14064.013144707547,1,1,0,0,0,0,0,0,1,27.681752,53.947154
787,846,Garage food&coffee,87.6938,4.199999809265137,301,101,8509.855680689987,13158.459715939865,11840.505169347978,11139.546534063575,19219.806515983764,3425.9725773983632,8461.755453319576,6041.722985433691,8946.066420434823,22349.163360977087,20606.03720482107,14384.488961096587,23016.305029762887,21333.274070973697,1668.6976397595283,24484.46758455553,26946.9177719009,15588.109520828388,16540.941825110873,9319.554501929784,9036.865073489327,7387.652075334545,15841.727147176825,15768.022647619304,17635.163794485336,15367.712793604891,13881.532284238878,16260.470151388585,891.3437544064423,25351.913947783945,13862.19329295093,11776.782342156263,15848.116724027173,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,15,15,15,15,16,16,0,13684.339291594995,1,1,0,0,0,0,0,0,1,27.678082,53.947388
788,847,Gan Bei,378.608,4.300000190734863,135,57,7544.611044202577,9956.347068368974,8672.531145775733,7994.704953257955,16046.352468821893,293.35971450984425,6383.3068272422615,2885.1194811098967,6307.341198577215,19279.69197053283,17532.069143116485,11227.359524215855,19824.204581547307,18153.044470602646,1553.8279649684757,21283.938898509095,23897.52261174052,12393.486573688084,13344.506711011349,6178.945112411572,5979.017689600571,4235.73252470671,12699.149247056996,12625.985280244982,14516.142335960478,12183.397634974861,10703.006820527686,13089.853496417158,3939.7488341754733,22291.51871234135,10683.732271524163,8581.503683892415,12644.353323645055,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,12,12,12,12,12,12,15,10506.526140883936,1,0,0,0,0,0,0,0,0,27.65208,53.933456
789,848,Мир Суши,234.941,0.0,0,1,6694.438267418222,13074.726218463898,11966.595682707451,11342.325651781579,19279.722033482136,3795.3067845920964,7094.952256467505,6300.1313664517875,7932.7214528414615,22673.858285620398,20925.37160038826,14526.556393879486,22968.815910923622,21356.158390495864,2240.548832965742,24359.57018030346,27302.89978410679,15557.474128403937,16490.33494742982,9553.249122490999,8484.214572716744,7624.48887680258,16018.78139041935,15946.938158175817,17865.49571172637,15398.801441204221,13949.577718480481,16345.100572847521,1700.3073735208038,25689.345310519213,13930.660915537808,11529.941745499678,15664.969774992916,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,1,13756.91823597078,0,0,0,0,0,0,0,0,0,27.683238,53.928328
790,849,Sushi Bistro,134.429,0.0,0,0,7550.757786344891,10012.198932650857,8727.586848935096,8049.188085109279,16101.622765176213,336.7576240428826,6411.530525614878,2939.331813424056,6348.844597553594,19332.89466573527,17585.326260538513,11282.226820997681,19879.86482019976,18208.463181134895,1498.2861779370478,21339.76545644236,23950.405060689664,12449.181694070425,13400.242771838444,6233.203289699286,6031.020719438014,4290.0793349249825,12753.72982242026,12680.552733661478,14570.261515563363,12238.870290733203,10758.339074482648,13145.040321162907,3884.4127159869654,22344.59289043356,10739.062864777057,8637.178241366213,12700.237985437825,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,12,12,12,12,12,12,14,10561.8401345048,1,0,0,0,0,0,0,0,0,27.652534,53.933698
791,850,Burger King,173.872,4.099999904632568,468,124,14132.466109907096,2129.145058721769,2681.9417411582417,3374.6224174839917,4725.21470420185,11101.69423327041,11027.678414284703,8472.273386969204,9079.885016953096,8136.912148988509,6410.437670627577,130.42123602591272,8598.926114805463,6853.5387188524155,12900.098436566763,10171.162708031183,12761.852573892143,1620.6809239767817,2437.6025978706625,5192.073383518768,7067.364871716309,7122.811640282623,1393.1954775651304,1325.7424100755343,3272.5240774680315,1136.3026991107595,825.9493691133601,1775.2653136403958,15286.82166668827,11137.227606901875,839.4426082304407,3879.1985852445155,2729.986342149764,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,16,16,16,16,16,16,4,972.3026438838594,1,1,0,0,0,0,0,0,1,27.553358,53.904676
792,851,Burger King,166.038,4.099999904632568,56,24,14710.345670419707,2735.9853904424535,3120.3161979199326,3748.2697869617537,4439.25590056315,11487.882369238745,11608.995924428953,8858.453073885828,9663.296359752721,7639.919253738843,5901.845582244935,665.1429820298999,8350.430860660439,6569.584078822185,13286.967835242864,9960.652323876373,12272.407143233255,1865.4832329748406,2508.708809521915,5565.314862987223,7627.624430262574,7507.360571305051,966.2070288724011,891.8393501474984,2791.250882004131,1343.449964277699,1425.0523298689975,1599.3385417860652,15670.979414658737,10649.779307080189,1436.9782835828491,4473.123027499145,3069.91135362064,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,12,12,12,12,12,12,10,1552.9455519650814,1,1,0,0,0,0,0,0,1,27.548963,53.908361
793,852,Камяніца,84.771,4.599999904632568,691,314,11718.800392208133,876.1257738669932,984.0696565337764,1725.758070037731,6920.818146745837,8948.643272720907,8623.421999192544,6353.037501813086,6683.464429222505,10563.756837692152,8845.425640857364,2348.698567806531,10646.974937641968,8998.926275435164,10731.630509449313,12113.467703728258,15179.063318744555,3215.4518347555922,4166.392477521066,3244.514541767734,4629.721705286249,5039.939515508033,3824.483566613405,3760.202112042549,5702.149161478803,3040.1531217088773,1646.8160265465071,4008.9682626063673,13113.05473817156,13553.987801342617,1629.576903968872,1594.509899827281,3603.6912418575494,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,11,11,11,11,11,11,0,1474.0870210955545,1,1,0,0,0,0,0,0,1,27.574977,53.900489
794,853,Bierkeller,302.062,4.400000095367432,231,103,11403.042622516545,1754.9314556511008,485.4094256029229,911.6362203245882,7647.33325769928,8165.618143073803,8345.156284161441,5551.055105255682,6440.223542235194,11128.966736687209,9392.501541650143,2895.1984204272358,11429.641922779674,9749.442743323889,9957.369711585525,12923.133145841834,15759.667445481144,4013.346990422555,4971.277846332801,2379.3560481358913,4280.6090953060175,4220.116552603328,4397.408026819975,4327.835576856375,6270.352607443279,3779.858697090941,2304.000780118069,4698.83161329331,12343.22003274464,14136.033290630956,2284.8877944879077,1823.2684396993825,4475.57389863183,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,12,12,12,12,12,12,2,2109.482784594805,1,1,1,0,0,0,1,1,0,27.5803,53.907069
795,854,Пена Дней,251.798,4.900000095367432,178,84,13542.975840926629,1593.0955380709547,2127.344062223247,2856.321414390837,5252.663646695358,10553.61411004647,10440.205108918071,7926.700945293333,8493.812643621844,8733.192039862533,7008.3095630975595,508.29121594610626,9094.263502813441,7372.370289255737,12350.568289043209,10640.715939435036,13356.311827470498,1864.7014477073237,2779.1369930520946,4661.681222872006,6470.813047568335,6580.2422055771385,1988.8290251673393,1922.4661369990808,3868.745975856425,1476.2823426275925,290.31644280349354,2292.8847320589052,14737.663587606336,11731.488295524288,294.9211188766516,3303.8917455731585,2795.6012443104732,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,15,15,15,15,18,16,39,382.69295841893444,1,0,1,0,0,0,1,1,0,27.558686,53.90385
796,855,Берёзка,128.96,4.300000190734863,560,213,11895.02691790189,1632.8658104764024,174.23999307789222,976.0379782898672,7246.09103520461,8557.471329851433,8834.345826403318,5932.82262077612,6925.290487200978,10662.661597278257,8923.193266171262,2446.6470918334176,11060.807808561218,9359.32568026906,10353.548760576388,12577.263023888043,15295.25772139594,3679.8207247999267,4637.330545800489,2693.2608102020386,4772.11178816203,4589.779345774761,3944.4386162428336,3873.697397074002,5810.081218316478,3404.3335829193525,1909.9601656965906,4288.461734790584,12740.596333976417,13672.510256087386,1890.5628301572076,2161.1166601504806,4252.690317110118,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,15,15,15,15,17,16,8,1712.1143966024133,1,0,0,0,0,0,0,0,0,27.576116,53.908714
797,856,Кухмистр,231.449,4.599999904632568,744,380,12741.484793863943,891.5352111393912,1540.6369857270527,2333.8265409030755,5915.220380526686,9902.265858423923,9638.975761152742,7286.203268806687,7692.96598889614,9509.83867844797,7791.80422593606,1309.79128968994,9695.164389115736,8013.310445788338,11693.92043913575,11199.620725337816,14126.111002635858,2297.361146695946,3255.2122075606476,4072.9759123401996,5672.686442154249,5951.110091961852,2771.2522471980105,2707.509687209007,4648.275037000985,2043.2080705552323,593.6810517633949,2977.8909235993424,14079.596565505984,12501.029094345002,576.1146504722658,2511.3344259617434,2941.058281874344,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,11,11,11,11,11,11,3,422.8144837029904,1,1,0,0,0,0,0,1,0,27.565541,53.901366
798,857,Charlie,296.329,4.300000190734863,34,13,12365.649793711722,1463.797455360064,635.6770715747926,1389.2363310375772,6744.475884267465,9062.048100351189,9293.193444843739,6434.765275052558,7372.384043617143,10142.730301690004,8403.773472895518,1928.8475996966308,10575.41786018511,8862.536496717565,10859.337836880812,12105.534222089138,14775.133123262538,3231.657094837394,4184.001995162299,3174.1450180377446,5243.54026961418,5088.308066732884,3424.8094426805214,3353.9006574659343,5289.690331799419,2925.366164202367,1429.6876133180724,3784.8395619632925,13246.413321387477,13152.29392054965,1410.358311409748,2437.530007891498,3896.981604223568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,11,11,11,11,11,11,0,1232.4722075280574,1,1,0,0,0,0,0,0,0,27.571446,53.908476
799,858,Мерси Баку,284.114,4.199999809265137,11,7,11927.227779448867,1330.537536082713,476.98995311061884,1273.1370467888316,7031.132138508529,8777.020809833633,8851.338580858988,6158.269530495661,6928.24338315516,10519.987833355746,8786.137271796511,2280.6492365147124,10824.31848457637,9136.40366350662,10570.333708243385,12328.366967276197,15149.012941184057,3421.9891699433315,4380.552435652664,2948.382857835715,4807.0710770028345,4821.6643828276965,3783.1041587172112,3714.0819918141055,5658.654929250315,3169.681635394831,1686.8979269100355,4080.4595734420595,12956.705921378543,13524.937162268887,1667.7005176608018,2014.9711337094022,3960.2169618601506,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,12,12,12,12,14,14,5,1491.49281224719,1,0,0,0,0,0,0,0,0,27.574814,53.906018
800,859,Васильки,240.633,4.900000095367432,3686,1575,13733.47818800925,1668.7352486463908,2652.2050116988144,3416.558357388874,4761.166608961925,11051.999918903355,10622.673798854787,8432.663190196536,8672.182822319859,8419.999831782266,6720.489281567459,688.2768258629224,8554.2100194331,6861.641996857689,12844.929574956675,10076.368281562207,13020.7198579016,1237.400844527749,2168.6861503931436,5197.488019030117,6728.220475220065,7093.553424521902,1745.2500066419113,1692.9680063804785,3580.9934615474267,897.7627983297604,599.7088870653646,1830.1851168929634,15231.058543476944,11396.17177823957,619.0520460351904,3460.6248322682663,2187.0241182793225,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,16,16,16,16,17,17,6,797.2794829402792,1,1,0,0,0,0,0,0,1,27.555478,53.898554
801,860,Скиф,130.397,4.199999809265137,650,241,12088.95587058058,1358.0321141783613,501.83235865412826,1305.1866724009722,6919.44490353956,8884.670028582319,9014.060477025485,6262.160527500523,7091.5685155706315,10377.854774588903,8642.175010640065,2143.9822163866306,10726.537994579765,9029.618715873516,10679.674924715653,12239.976267029737,15008.216410192372,3341.068419287131,4298.706225551609,3030.7788523103313,4968.087556742402,4921.309251838189,3645.9553707495584,3576.278343922177,5518.71172510246,3069.8012565740037,1578.0160117524658,3964.308821282533,13066.527248157148,13384.505318023077,1558.6587035942368,2166.632718070402,3925.18942431886,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,13,13,13,13,14,13,4,1380.6894453298928,1,1,0,0,0,0,0,0,1,27.57355,53.906866
802,861,Рестопаб Госцi,175.291,4.5,577,178,12996.00166056439,1193.896116307168,1590.769195591438,2352.8373574443244,5796.912818334719,10006.799034999798,9897.309561158285,7383.088245902787,7953.991387758244,9307.058849994579,7581.1057159189095,1070.8818590820586,9613.60288919077,7908.856664104249,11802.152707358398,11140.495525423217,13930.532000561749,2275.834454837974,3223.5964205430855,4135.78285642762,5910.64422624466,6040.2141727942035,2562.724558061676,2496.0002780017953,4442.579446161197,1960.582941385361,464.60171444140036,2841.7690664292645,14189.06186028581,12305.71636223931,445.2898827180929,2791.642116571599,3036.0699660010887,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,14,14,14,14,16,11,4,268.0216772330604,1,0,0,0,0,0,0,0,0,27.563844,53.903774
803,862,Union Coffee,129.93,4.300000190734863,349,133,12693.545255859859,1046.5683606457328,1305.6576046982793,2087.8888546422495,6102.245435349002,9703.73112111911,9597.699408558778,7082.480918221138,7656.711522408462,9625.978887899197,7899.451160131408,1387.5303816259022,9905.51784634915,8209.775657315591,11497.934822101905,11422.052713206524,14249.672681274982,2532.8427230014163,3487.9267290229727,3848.7324212951876,5600.9244622010965,5742.339234151334,2881.710931604998,2814.832442414935,4761.505526982046,2248.7899239983917,758.2005154752669,3151.1297242848423,13884.552574302557,12624.864741947295,738.9224212796364,2519.3953919885193,3207.9156871828013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,15,15,15,15,16,16,1,562.122085245309,1,1,0,0,0,0,0,0,1,27.566711,53.903748
